,id,host_id,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,price,host_acceptance_rate,host_identity_verified,review_scores_cleanliness,review_scores_value,host_identity_verified_new,host_behavior,number_of_bookings,month,monthly_bookings,Region
5940,32765713,51774763,Melbourne,-37.79817,144.9687,Entire serviced apartment,Entire home/apt,2,80.0,0.87,t,9.0,8.0,t,Good,47,9,30,Central-City
5941,32767375,51774763,Melbourne,-37.79814,144.9704,Entire apartment,Entire home/apt,2,135.0,0.87,t,9.0,9.0,t,Good,48,9,30,Central-City
5942,32794549,246462112,Melbourne,-37.79778,144.92581,Private room in apartment,Private room,1,39.0,1.0,f,8.0,10.0,f,Average,105,10,31,Central-City
5943,32881928,39862386,Melbourne,-37.81615,144.97112,Entire apartment,Entire home/apt,5,263.0,0.98,t,10.0,9.0,t,Good,103,7,31,Central-City
5944,32902008,5625812,Melbourne,-37.79669,144.92808,Private room in house,Private room,2,95.0,1.0,t,6.0,10.0,t,Good,365,1,31,Central-City
5945,32903641,207724966,Melbourne,-37.80422,144.9508,Room in boutique hotel,Private room,2,109.0,0.1,t,10.0,10.0,t,Average,0,1,0,Central-City
5946,32903861,207724966,Melbourne,-37.80419,144.94913,Room in boutique hotel,Private room,4,139.0,0.1,t,10.0,10.0,t,Average,0,1,0,Central-City
5947,32908589,245863337,Melbourne,-37.82421,144.96294,Entire apartment,Entire home/apt,4,163.0,0.99,t,9.0,9.0,t,Good,365,1,31,Central-City
5948,32918611,143513583,Melbourne,-37.82011,144.96804,Private room in apartment,Private room,2,82.0,0.5,t,10.0,8.0,t,Good,2,8,2,Central-City
5949,32921498,217530194,Melbourne,-37.81006,144.98601,Entire apartment,Entire home/apt,5,162.0,0.97,t,9.0,9.0,t,Good,328,1,31,Central-City
5950,32924559,207724966,Melbourne,-37.80381,144.94961,Room in boutique hotel,Private room,4,139.0,0.1,t,10.0,10.0,t,Average,0,1,0,Central-City
5951,32924682,207724966,Melbourne,-37.80397,144.94866,Room in boutique hotel,Private room,4,139.0,0.1,t,9.0,10.0,t,Average,0,1,0,Central-City
5952,32925373,207724966,Melbourne,-37.80425,144.95046,Room in boutique hotel,Private room,2,109.0,0.1,t,10.0,10.0,t,Average,0,1,0,Central-City
5953,32927946,51428786,Melbourne,-37.82083,144.95309,Private room in apartment,Private room,1,100.0,0.97,t,10.0,10.0,t,Good,185,3,31,Central-City
5954,32930360,168492452,Melbourne,-37.8078,144.96631,Entire apartment,Entire home/apt,4,90.0,0.99,t,9.0,9.0,t,Good,274,1,31,Central-City
5955,32942950,247893005,Melbourne,-37.80529,144.96097,Entire apartment,Entire home/apt,3,89.0,1.0,f,10.0,10.0,f,Average,94,7,31,Central-City
5956,32945059,118257022,Melbourne,-37.81436,144.93936,Entire apartment,Entire home/apt,4,180.0,0.99,t,9.0,10.0,t,Good,365,1,31,Central-City
5957,32964540,248095885,Melbourne,-37.82267,144.96391,Private room in apartment,Private room,2,70.0,0.57,f,10.0,10.0,f,Average,365,1,31,Central-City
5958,32965972,244693455,Melbourne,-37.80987,144.96162,Entire apartment,Entire home/apt,6,150.0,1.0,t,8.0,8.0,t,Good,365,1,31,Central-City
5959,32992698,244805331,Melbourne,-37.81567,144.95387,Entire apartment,Entire home/apt,6,139.0,1.0,t,9.0,9.0,t,Good,204,3,31,Central-City
5960,32992942,80698848,Melbourne,-37.82196,144.94369,Private room in apartment,Private room,2,80.0,1.0,f,8.0,9.0,f,Average,185,3,31,Central-City
5961,32999307,217194900,Melbourne,-37.81785,144.95257,Entire apartment,Entire home/apt,2,83.0,1.0,t,9.0,9.0,t,Good,184,3,31,Central-City
5962,33005949,248409616,Melbourne,-37.8169,144.95221,Private room in apartment,Private room,1,58.0,0.63,f,10.0,10.0,f,Average,365,1,31,Central-City
5963,33017357,2967481,Melbourne,-37.80999,144.97094,Entire apartment,Entire home/apt,2,189.0,0.7,t,10.0,9.0,t,Good,274,1,31,Central-City
5964,33017966,159278017,Melbourne,-37.81048,144.95155,Entire apartment,Entire home/apt,5,169.0,0.99,t,9.0,9.0,t,Good,184,3,31,Central-City
5965,33019364,159278017,Melbourne,-37.8108,144.9502,Entire apartment,Entire home/apt,5,180.0,0.99,t,10.0,9.0,t,Good,188,3,31,Central-City
5966,33020645,159278017,Melbourne,-37.81183,144.9512,Entire apartment,Entire home/apt,5,175.0,0.99,t,9.0,9.0,t,Good,184,3,31,Central-City
5967,33020799,213225288,Melbourne,-37.82827,144.95727,Entire apartment,Entire home/apt,2,78.0,0.98,t,9.0,9.0,t,Good,365,1,31,Central-City
5968,33021216,159278017,Melbourne,-37.81149,144.95167,Entire apartment,Entire home/apt,5,175.0,0.99,t,10.0,10.0,t,Good,184,3,31,Central-City
5969,33021666,248541809,Melbourne,-37.81776,144.96565,Entire apartment,Entire home/apt,5,159.0,0.99,t,9.0,10.0,t,Good,304,1,31,Central-City
5970,33023703,207724966,Melbourne,-37.80446,144.95024,Room in boutique hotel,Private room,2,109.0,0.1,t,10.0,10.0,t,Average,0,1,0,Central-City
5971,33024436,207724966,Melbourne,-37.80387,144.94963,Room in boutique hotel,Private room,2,109.0,0.1,t,10.0,10.0,t,Average,0,1,0,Central-City
5972,33025751,153296238,Melbourne,-37.82419,144.96081,Entire apartment,Entire home/apt,2,220.0,0.2,f,10.0,10.0,f,Bad,274,1,31,Central-City
5973,33049337,11892117,Melbourne,-37.82615,144.96709,Entire apartment,Entire home/apt,4,70.0,0.91,f,9.0,10.0,f,Average,185,3,31,Central-City
5974,33051487,79810484,Melbourne,-37.81983,144.94381,Entire apartment,Entire home/apt,6,145.0,0.99,t,9.0,10.0,t,Good,365,1,31,Central-City
5975,33055187,130355323,Melbourne,-37.77848,144.93873,Private room in apartment,Private room,2,60.0,0.94,t,10.0,10.0,t,Good,365,1,31,Central-City
5976,33083286,103653475,Melbourne,-37.81443,144.95342,Entire apartment,Entire home/apt,6,150.0,0.95,t,6.0,8.0,t,Good,365,1,31,Central-City
5977,33119120,107871143,Melbourne,-37.81494,144.95562,Room in hotel,Private room,2,91.86,1.0,t,7.0,7.0,t,Good,1,8,1,Central-City
5978,33123085,32316995,Melbourne,-37.81491,144.95678,Entire apartment,Entire home/apt,4,92.0,1.0,t,10.0,10.0,t,Good,223,3,31,Central-City
5979,33140686,91646684,Melbourne,-37.8044,144.94893,Room in boutique hotel,Private room,4,159.0,0.75,t,10.0,10.0,t,Good,23,9,12,Central-City
5980,33141005,91646684,Melbourne,-37.80412,144.95089,Room in boutique hotel,Private room,4,159.0,0.75,t,10.0,10.0,t,Good,23,9,12,Central-City
5981,33141044,91646684,Melbourne,-37.80449,144.95019,Room in boutique hotel,Private room,4,159.0,0.75,t,10.0,10.0,t,Good,23,9,12,Central-City
5982,33141140,91646684,Melbourne,-37.80384,144.95093,Room in boutique hotel,Private room,16,1000.0,0.75,t,10.0,10.0,t,Good,0,1,0,Central-City
5983,33168209,18385114,Melbourne,-37.81046,144.95886,Entire apartment,Entire home/apt,2,120.0,0.98,f,10.0,10.0,f,Average,365,1,31,Central-City
5984,33175413,150681993,Melbourne,-37.81664,144.95275,Entire apartment,Entire home/apt,3,120.0,0.93,t,10.0,10.0,t,Good,365,1,31,Central-City
5985,33199898,229484777,Melbourne,-37.81472,144.95269,Entire apartment,Entire home/apt,3,69.0,0.98,t,7.0,8.0,t,Good,274,1,31,Central-City
5986,33227526,213225288,Melbourne,-37.82351,144.96359,Entire apartment,Entire home/apt,2,78.0,0.98,t,9.0,9.0,t,Good,317,1,31,Central-City
5987,33229515,212741130,Melbourne,-37.80819,144.96577,Entire apartment,Entire home/apt,2,59.0,0.98,t,9.0,9.0,t,Good,266,3,31,Central-City
5988,33229525,43638330,Melbourne,-37.82601,144.95602,Entire apartment,Entire home/apt,2,135.0,0.24,t,8.0,6.0,t,Average,1,8,1,Central-City
5989,33238487,38924543,Melbourne,-37.81664,144.96507,Entire apartment,Entire home/apt,2,124.0,0.99,t,9.0,9.0,t,Good,263,1,31,Central-City
5990,33251490,20540732,Melbourne,-37.81013,144.98975,Entire serviced apartment,Entire home/apt,2,150.0,0.99,t,9.0,9.0,t,Good,8,8,8,Central-City
5991,33261057,236396621,Melbourne,-37.81536,144.95386,Entire apartment,Entire home/apt,4,108.0,0.87,t,8.0,9.0,t,Good,15,10,8,Central-City
5992,33276433,58527416,Melbourne,-37.82816,144.95668,Entire apartment,Entire home/apt,2,115.0,1.0,f,10.0,10.0,f,Average,220,3,31,Central-City
5993,33277225,103285893,Melbourne,-37.808,144.96751,Private room in condominium,Private room,2,60.0,0.57,t,9.0,10.0,t,Good,365,1,31,Central-City
5994,33277333,36605625,Melbourne,-37.82324,144.96668,Private room in apartment,Private room,2,50.0,1.0,t,8.0,8.0,t,Good,365,1,31,Central-City
5995,33283341,107871143,Melbourne,-37.81352,144.9544,Room in hotel,Private room,2,112.0,1.0,t,8.0,9.0,t,Good,0,1,0,Central-City
5996,33291887,250728706,Melbourne,-37.8121,144.9657,Entire apartment,Entire home/apt,4,85.0,0.93,t,10.0,10.0,t,Good,298,1,31,Central-City
5997,33293910,94449647,Melbourne,-37.79692,144.97409,Entire house,Entire home/apt,6,350.0,1.0,t,9.0,10.0,t,Good,365,1,31,Central-City
5998,33300930,249728409,Melbourne,-37.81679,144.96514,Entire apartment,Entire home/apt,6,225.0,1.0,f,10.0,10.0,f,Average,1,12,1,Central-City
5999,33318671,250977045,Melbourne,-37.81486,144.95477,Private room in hostel,Private room,2,100.0,0.4,f,10.0,10.0,f,Bad,318,3,31,Central-City
6000,33319547,250728706,Melbourne,-37.8121,144.9657,Entire apartment,Entire home/apt,4,101.0,0.93,t,10.0,10.0,t,Good,298,1,31,Central-City
6001,33323515,200909382,Melbourne,-37.82011,144.94265,Entire apartment,Entire home/apt,6,194.0,0.96,t,10.0,10.0,t,Good,164,10,31,Central-City
6002,33325709,46333372,Melbourne,-37.82267,144.96241,Entire apartment,Entire home/apt,8,460.0,0.95,t,9.0,9.0,t,Good,365,1,31,Central-City
6003,33351350,7509953,Melbourne,-37.78963,144.92784,Entire apartment,Entire home/apt,5,90.0,0.95,t,8.0,9.0,t,Good,17,2,17,Central-City
6004,33351500,7509953,Melbourne,-37.81994,144.9558,Entire apartment,Entire home/apt,4,60.0,0.95,t,7.0,8.0,t,Good,102,10,31,Central-City
6005,33356661,156164176,Melbourne,-37.80859,144.96026,Entire apartment,Entire home/apt,3,102.0,0.0,t,10.0,9.0,t,Average,365,1,31,Central-City
6006,33357328,251284081,Melbourne,-37.80056,144.95541,Entire apartment,Entire home/apt,4,134.0,0.97,t,9.0,10.0,t,Good,0,1,0,Central-City
6007,33378474,122339898,Melbourne,-37.8209,144.95736,Entire apartment,Entire home/apt,6,70.0,0.98,t,9.0,10.0,t,Good,201,3,31,Central-City
6008,33400380,250728706,Melbourne,-37.81204,144.96564,Entire apartment,Entire home/apt,4,101.0,0.93,t,10.0,10.0,t,Good,298,1,31,Central-City
6009,33440586,150658980,Melbourne,-37.81421,144.95312,Entire apartment,Entire home/apt,3,98.0,0.98,t,10.0,10.0,t,Good,286,1,31,Central-City
6010,33480958,199176764,Melbourne,-37.81486,144.95441,Entire apartment,Entire home/apt,6,197.0,0.99,t,10.0,10.0,t,Good,365,1,31,Central-City
6011,33495877,120622114,Melbourne,-37.81093,144.96173,Entire apartment,Entire home/apt,6,207.86,1.0,t,10.0,10.0,t,Good,102,10,31,Central-City
6012,33497253,304955405,Melbourne,-37.81628,144.95369,Entire apartment,Entire home/apt,4,75.0,0.97,t,9.0,9.0,t,Good,149,10,31,Central-City
6013,33498511,1739996,Melbourne,-37.82741,144.95746,Entire apartment,Entire home/apt,4,92.0,0.94,t,10.0,10.0,t,Good,345,1,31,Central-City
6014,33500924,2373546,Melbourne,-37.82234,144.9604,Entire apartment,Entire home/apt,4,80.0,0.93,f,9.0,9.0,f,Average,105,10,31,Central-City
6015,33508653,129663799,Melbourne,-37.8111,144.96682,Entire apartment,Entire home/apt,5,151.0,0.95,t,10.0,9.0,t,Good,319,1,31,Central-City
6016,33509945,153860805,Melbourne,-37.80972,144.96108,Entire apartment,Entire home/apt,6,121.0,0.97,t,10.0,9.0,t,Good,365,1,31,Central-City
6017,33564874,163410586,Melbourne,-37.82404,144.96282,Entire apartment,Entire home/apt,11,343.0,0.96,t,9.0,9.0,t,Good,97,7,31,Central-City
6018,33564947,181414622,Melbourne,-37.81447,144.95323,Entire apartment,Entire home/apt,9,68.0,0.99,t,10.0,10.0,t,Good,325,1,31,Central-City
6019,33572323,252885710,Melbourne,-37.80562,144.95964,Entire apartment,Entire home/apt,2,78.0,1.0,t,10.0,10.0,t,Good,286,1,31,Central-City
6020,33595577,85480006,Melbourne,-37.79912,144.96562,Entire apartment,Entire home/apt,4,119.0,0.78,t,9.0,9.0,t,Good,186,3,31,Central-City
6021,33596772,195707816,Melbourne,-37.82166,144.96066,Entire apartment,Entire home/apt,4,154.0,1.0,t,10.0,9.0,t,Good,240,3,31,Central-City
6022,33597677,182143136,Melbourne,-37.8155,144.93964,Entire apartment,Entire home/apt,4,155.0,0.68,t,9.0,8.0,t,Good,39,9,27,Central-City
6023,33599835,156498827,Melbourne,-37.82444,144.96455,Entire apartment,Entire home/apt,4,130.0,0.99,t,9.0,9.0,t,Good,263,1,31,Central-City
6024,33617183,253135155,Melbourne,-37.81413,144.9542,Entire apartment,Entire home/apt,3,132.86,1.0,t,8.0,9.0,t,Good,365,1,31,Central-City
6025,33623094,223311184,Melbourne,-37.81963,144.94339,Entire apartment,Entire home/apt,6,152.0,0.93,t,10.0,9.0,t,Good,208,1,31,Central-City
6026,33642852,253543783,Melbourne,-37.80639,144.96239,Entire apartment,Entire home/apt,3,135.0,0.96,t,9.0,9.0,t,Good,0,1,0,Central-City
6027,33648592,86055599,Melbourne,-37.80907,144.96164,Entire apartment,Entire home/apt,6,159.0,0.98,f,9.0,10.0,f,Average,341,1,31,Central-City
6028,33664635,253135155,Melbourne,-37.82078,144.95573,Entire apartment,Entire home/apt,3,83.0,1.0,t,9.0,9.0,t,Good,365,1,31,Central-City
6029,33664750,47003483,Melbourne,-37.8037,144.94662,Entire house,Entire home/apt,6,250.0,0.75,t,9.0,9.0,t,Good,286,1,31,Central-City
6030,33666379,158100659,Melbourne,-37.81378,144.95474,Entire apartment,Entire home/apt,5,65.0,1.0,t,9.0,10.0,t,Good,193,3,31,Central-City
6031,33669962,15494947,Melbourne,-37.80969,144.9526,Private room in apartment,Private room,3,250.0,1.0,t,10.0,10.0,t,Good,365,1,31,Central-City
6032,33670079,4071038,Melbourne,-37.81189,144.96244,Private room in apartment,Private room,2,60.0,0.98,f,9.0,9.0,f,Average,365,1,31,Central-City
6033,33670150,37222075,Melbourne,-37.81262,144.96082,Entire loft,Entire home/apt,4,199.0,0.99,t,10.0,10.0,t,Good,321,1,31,Central-City
6034,33690522,1739996,Melbourne,-37.82887,144.96826,Entire apartment,Entire home/apt,5,92.0,0.94,t,10.0,10.0,t,Good,345,1,31,Central-City
6035,33691981,74066800,Melbourne,-37.80952,144.96533,Entire apartment,Entire home/apt,2,115.0,0.99,t,10.0,10.0,t,Good,365,1,31,Central-City
6036,33692653,244693455,Melbourne,-37.80266,144.95481,Entire apartment,Entire home/apt,2,106.0,1.0,t,9.0,9.0,t,Good,347,1,31,Central-City
6037,33698927,50146376,Melbourne,-37.82623,144.96027,Entire apartment,Entire home/apt,8,256.0,0.96,t,10.0,10.0,t,Good,254,1,31,Central-City
6038,33700483,198059364,Melbourne,-37.82913,144.96871,Entire apartment,Entire home/apt,2,106.0,0.18,t,10.0,10.0,t,Average,365,1,31,Central-City
6039,33700806,254031800,Melbourne,-37.81954,144.95495,Entire apartment,Entire home/apt,3,90.0,1.0,t,10.0,10.0,t,Good,365,1,31,Central-City
6040,33723211,51774763,Melbourne,-37.79942,144.96835,Entire apartment,Entire home/apt,2,80.0,0.87,t,9.0,9.0,t,Good,292,1,31,Central-City
6041,33748340,254031800,Melbourne,-37.81387,144.95364,Entire apartment,Entire home/apt,5,119.0,1.0,t,10.0,10.0,t,Good,365,1,31,Central-City
6042,33754030,140030299,Melbourne,-37.82253,144.96449,Shared room in apartment,Shared room,1,45.0,1.0,t,8.0,10.0,t,Good,365,1,31,Central-City
6043,33754846,74066800,Melbourne,-37.81434,144.96858,Entire apartment,Entire home/apt,2,39.0,0.99,t,10.0,8.0,t,Good,365,1,31,Central-City
6044,33765230,3721646,Melbourne,-37.81483,144.98812,Entire apartment,Entire home/apt,6,96.0,0.32,t,7.0,7.0,t,Average,0,1,0,Central-City
6045,33776946,250728706,Melbourne,-37.81207,144.96568,Entire apartment,Entire home/apt,4,101.0,0.93,t,10.0,10.0,t,Good,298,1,31,Central-City
6046,33784059,1739996,Melbourne,-37.82709,144.95802,Entire apartment,Entire home/apt,5,100.0,0.94,t,9.0,10.0,t,Good,345,1,31,Central-City
6047,33811602,50626167,Melbourne,-37.80452,144.96511,Entire apartment,Entire home/apt,5,138.0,0.98,t,9.0,10.0,t,Good,71,8,31,Central-City
6048,33812864,139528807,Melbourne,-37.80492,144.96474,Room in serviced apartment,Hotel room,2,65.0,0.99,t,8.0,8.0,t,Good,0,1,0,Central-City
6049,33813238,635683,Melbourne,-37.81623,144.95325,Entire apartment,Entire home/apt,4,147.0,1.0,t,10.0,10.0,t,Good,185,3,31,Central-City
6050,33821312,182143136,Melbourne,-37.81453,144.94103,Entire apartment,Entire home/apt,4,155.0,0.68,t,9.0,9.0,t,Good,0,1,0,Central-City
6051,33822417,251675161,Melbourne,-37.81444,144.95251,Private room in apartment,Private room,2,89.0,1.0,t,10.0,10.0,t,Good,365,1,31,Central-City
6052,33859280,8415128,Melbourne,-37.81783,144.94702,Entire apartment,Entire home/apt,2,65.0,0.5,t,8.0,10.0,t,Good,364,1,31,Central-City
6053,33863250,254225943,Melbourne,-37.81749,144.95229,Entire apartment,Entire home/apt,7,189.0,0.96,t,10.0,10.0,t,Good,36,10,16,Central-City
6054,33881359,255504230,Melbourne,-37.81208,144.96119,Entire apartment,Entire home/apt,4,140.0,0.99,t,10.0,10.0,t,Good,274,1,31,Central-City
6055,33886128,255905173,Melbourne,-37.82933,144.96927,Room in serviced apartment,Hotel room,2,166.0,0.99,t,10.0,9.0,t,Good,8,8,8,Central-City
6056,33915054,151639107,Melbourne,-37.81001,144.96013,Entire apartment,Entire home/apt,2,149.0,1.0,f,10.0,10.0,f,Average,359,1,31,Central-City
6057,33917274,107871143,Melbourne,-37.81303,144.95541,Room in hotel,Private room,2,136.0,1.0,t,10.0,10.0,t,Good,1,8,1,Central-City
6058,33923560,93930367,Melbourne,-37.81433,144.95469,Entire apartment,Entire home/apt,11,297.0,1.0,t,9.0,10.0,t,Good,365,1,31,Central-City
6059,33943995,7131157,Melbourne,-37.81586,144.93719,Entire apartment,Entire home/apt,6,92.0,0.99,t,9.0,10.0,t,Good,365,1,31,Central-City
6060,33951754,304955405,Melbourne,-37.81039,144.95913,Entire apartment,Entire home/apt,2,61.29,0.97,t,10.0,9.0,t,Good,39,9,27,Central-City
6061,33967208,256477896,Melbourne,-37.81245,144.97018,Entire apartment,Entire home/apt,6,185.0,0.8,t,9.0,10.0,t,Good,275,1,31,Central-City
6062,33971565,50335286,Melbourne,-37.8226,144.96348,Entire apartment,Entire home/apt,4,164.0,0.96,t,9.0,9.0,t,Good,241,1,31,Central-City
6063,34024989,107871143,Melbourne,-37.81471,144.95553,Room in hotel,Private room,2,106.0,1.0,t,10.0,9.0,t,Good,365,1,31,Central-City
6064,34046314,255905173,Melbourne,-37.82967,144.97068,Room in serviced apartment,Hotel room,4,233.0,0.99,t,10.0,10.0,t,Good,26,8,8,Central-City
6065,34050457,22439190,Melbourne,-37.816,144.93763,Entire apartment,Entire home/apt,2,90.0,1.0,f,10.0,10.0,f,Average,365,1,31,Central-City
6066,34067666,39862386,Melbourne,-37.81624,144.97118,Entire apartment,Entire home/apt,3,100.0,0.98,t,9.0,9.0,t,Good,81,7,31,Central-City
6067,34071037,115113395,Melbourne,-37.81099,144.96363,Entire apartment,Entire home/apt,6,183.0,0.93,t,8.0,10.0,t,Good,365,1,31,Central-City
6068,34073737,156498827,Melbourne,-37.81296,144.95299,Entire apartment,Entire home/apt,5,171.0,0.99,t,9.0,9.0,t,Good,275,1,31,Central-City
6069,34094575,253543783,Melbourne,-37.80598,144.96241,Entire apartment,Entire home/apt,2,120.0,0.96,t,10.0,9.0,t,Good,0,1,0,Central-City
6070,34095178,253543783,Melbourne,-37.8063,144.9643,Entire apartment,Entire home/apt,4,145.0,0.96,t,10.0,9.0,t,Good,0,1,0,Central-City
6071,34096188,253543783,Melbourne,-37.80483,144.96362,Entire apartment,Entire home/apt,5,160.0,0.96,t,9.0,8.0,t,Good,0,1,0,Central-City
6072,34096289,253543783,Melbourne,-37.80653,144.9642,Entire apartment,Entire home/apt,5,160.0,0.96,t,10.0,9.0,t,Good,0,1,0,Central-City
6073,34096472,253543783,Melbourne,-37.80635,144.96392,Entire apartment,Entire home/apt,5,160.0,0.96,t,10.0,9.0,t,Good,3,10,3,Central-City
6074,34096641,253543783,Melbourne,-37.80511,144.96434,Entire apartment,Entire home/apt,4,150.0,0.96,t,10.0,9.0,t,Good,0,1,0,Central-City
6075,34096730,253543783,Melbourne,-37.8062,144.96439,Entire apartment,Entire home/apt,5,165.0,0.96,t,9.0,9.0,t,Good,2,10,2,Central-City
6076,34096788,24911526,Melbourne,-37.81418,144.96075,Entire apartment,Entire home/apt,2,114.0,0.94,t,10.0,10.0,t,Good,28,8,12,Central-City
6077,34106193,229484777,Melbourne,-37.82136,144.94133,Entire apartment,Entire home/apt,4,104.0,0.98,t,9.0,10.0,t,Good,274,1,31,Central-City
6078,34135287,31026513,Melbourne,-37.80344,144.95434,Entire apartment,Entire home/apt,7,125.0,0.95,t,9.0,9.0,t,Good,295,1,31,Central-City
6079,34156798,253543783,Melbourne,-37.8051,144.96436,Entire apartment,Entire home/apt,4,140.0,0.96,t,10.0,9.0,t,Good,1,12,1,Central-City
6080,34157181,257897370,Melbourne,-37.79382,144.96756,Entire apartment,Entire home/apt,3,88.0,1.0,f,10.0,10.0,f,Average,365,1,31,Central-City
6081,34175702,158676325,Melbourne,-37.80764,144.96263,Private room in apartment,Private room,1,40.0,0.7,t,7.0,9.0,t,Good,365,1,31,Central-City
6082,34179454,258051203,Melbourne,-37.8156,144.95499,Entire apartment,Entire home/apt,4,67.0,0.96,t,10.0,10.0,t,Good,365,1,31,Central-City
6083,34181273,51774763,Melbourne,-37.79769,144.97078,Entire apartment,Entire home/apt,2,80.0,0.87,t,9.0,9.0,t,Good,292,1,31,Central-City
6084,34181914,31279213,Melbourne,-37.82149,144.96899,Private room in apartment,Private room,2,200.0,0.86,t,10.0,9.0,t,Good,0,1,0,Central-City
6085,34183925,20540732,Melbourne,-37.81035,144.98847,Entire serviced apartment,Entire home/apt,4,135.0,0.99,t,10.0,9.0,t,Good,70,4,30,Central-City
6086,34198639,49855777,Melbourne,-37.81968,144.94194,Private room in apartment,Private room,2,80.0,0.91,t,10.0,9.0,t,Good,184,3,31,Central-City
6087,34205152,258241868,Melbourne,-37.81692,144.94579,Private room in apartment,Private room,2,48.0,0.78,f,7.0,9.0,f,Average,365,1,31,Central-City
6088,34206697,20540732,Melbourne,-37.81131,144.98859,Entire serviced apartment,Entire home/apt,2,125.0,0.99,t,9.0,9.0,t,Good,8,8,8,Central-City
6089,34219491,221615997,Melbourne,-37.81475,144.95404,Entire apartment,Entire home/apt,2,105.0,0.95,t,9.0,8.0,t,Good,365,1,31,Central-City
6090,34232187,221615997,Melbourne,-37.81548,144.95494,Entire apartment,Entire home/apt,6,279.0,0.95,t,8.0,9.0,t,Good,365,1,31,Central-City
6091,34239977,119581214,Melbourne,-37.81587,144.98214,Entire townhouse,Entire home/apt,6,550.0,1.0,f,10.0,10.0,f,Average,276,1,31,Central-City
6092,34240691,258153698,Melbourne,-37.79912,144.96972,Private room in apartment,Private room,1,51.0,0.95,f,8.0,9.0,f,Average,365,1,31,Central-City
6093,34242236,212028770,Melbourne,-37.81448,144.93962,Entire apartment,Entire home/apt,4,120.0,0.95,t,9.0,10.0,t,Good,244,1,31,Central-City
6094,34246376,221615997,Melbourne,-37.8092,144.96159,Entire apartment,Entire home/apt,6,319.0,0.95,t,9.0,9.0,t,Good,365,1,31,Central-City
6095,34255606,36607758,Melbourne,-37.8086,144.96603,Private room in apartment,Private room,2,59.0,0.86,t,9.0,10.0,t,Good,365,1,31,Central-City
6096,34259544,244693455,Melbourne,-37.82166,144.93484,Entire townhouse,Entire home/apt,6,227.0,1.0,t,9.0,9.0,t,Good,118,10,31,Central-City
6097,34260946,51774763,Melbourne,-37.79947,144.96997,Entire apartment,Entire home/apt,2,95.0,0.87,t,9.0,10.0,t,Good,231,3,31,Central-City
6098,34288066,18597148,Melbourne,-37.80837,144.96192,Entire apartment,Entire home/apt,2,135.0,0.6,t,6.0,8.0,t,Good,0,1,0,Central-City
6099,34290436,33353273,Melbourne,-37.81574,144.95375,Private room in apartment,Private room,2,61.0,0.98,t,10.0,10.0,t,Good,169,12,31,Central-City
6100,34316188,184959905,Melbourne,-37.81176,144.96076,Entire apartment,Entire home/apt,5,149.0,0.93,t,10.0,10.0,t,Good,215,3,31,Central-City
6101,34317531,55324450,Melbourne,-37.8283,144.95809,Entire apartment,Entire home/apt,6,125.0,0.98,t,10.0,10.0,t,Good,17,10,11,Central-City
6102,34322311,37454608,Melbourne,-37.79833,144.94581,Entire apartment,Entire home/apt,2,75.0,0.0,t,10.0,9.0,t,Average,133,10,31,Central-City
6103,34326270,239423130,Melbourne,-37.81529,144.9549,Room in aparthotel,Entire home/apt,5,250.0,0.15,f,10.0,10.0,f,Bad,185,3,31,Central-City
6104,34343807,259134579,Melbourne,-37.81405,144.94284,Entire apartment,Entire home/apt,4,130.0,1.0,f,9.0,9.0,f,Average,3,1,1,Central-City
6105,34354313,41084011,Melbourne,-37.78067,144.95868,Private room in apartment,Private room,2,65.0,0.78,t,10.0,10.0,t,Good,276,1,31,Central-City
6106,34374372,247861833,Melbourne,-37.80606,144.96076,Entire apartment,Entire home/apt,4,119.0,1.0,t,10.0,10.0,t,Good,365,1,31,Central-City
6107,34382582,83183172,Melbourne,-37.82848,144.95732,Entire apartment,Entire home/apt,6,139.0,0.99,t,8.0,8.0,t,Good,365,1,31,Central-City
6108,34386178,1830950,Melbourne,-37.82347,144.96568,Private room in apartment,Private room,2,50.0,0.94,t,10.0,10.0,t,Good,278,1,31,Central-City
6109,34407286,166313323,Melbourne,-37.82086,144.9563,Private room in apartment,Private room,2,50.0,1.0,t,9.0,10.0,t,Good,365,1,31,Central-City
6110,34407458,200909382,Melbourne,-37.82119,144.9413,Entire apartment,Entire home/apt,6,244.0,0.96,t,10.0,10.0,t,Good,62,9,29,Central-City
6111,34433035,171216787,Melbourne,-37.82068,144.94231,Entire apartment,Entire home/apt,3,106.0,1.0,t,9.0,9.0,t,Good,338,1,31,Central-City
6112,34451536,7509953,Melbourne,-37.81994,144.9558,Entire apartment,Entire home/apt,4,60.0,0.95,t,9.0,8.0,t,Good,12,8,12,Central-City
6113,34464101,221615997,Melbourne,-37.81429,144.95296,Entire apartment,Entire home/apt,5,175.0,0.95,t,8.0,10.0,t,Good,365,1,31,Central-City
6114,34484120,79810484,Melbourne,-37.82093,144.94071,Entire apartment,Entire home/apt,6,123.0,0.99,t,10.0,10.0,t,Good,365,1,31,Central-City
6115,34484530,10190138,Melbourne,-37.82661,144.95761,Entire apartment,Entire home/apt,8,403.0,0.9,t,10.0,10.0,t,Good,148,10,31,Central-City
