,id,host_id,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,price,host_acceptance_rate,host_identity_verified,review_scores_cleanliness,review_scores_value,host_identity_verified_new,host_behavior,number_of_bookings,month,monthly_bookings,Region
0,9835,33057,Manningham,-37.77268,145.09213,Private room in house,Private room,2,60.0,0.0,f,10.0,9.0,f,Bad,0,1,0,North-East
1,882704,4625432,Manningham,-37.77401,145.11021,Private room in house,Private room,4,66.0,1.0,t,10.0,10.0,t,Good,11,8,11,North-East
2,1899660,8013201,Manningham,-37.75656,145.12794,Private room in apartment,Private room,1,35.0,0.73,t,10.0,10.0,t,Good,185,3,31,North-East
3,2533320,12975108,Manningham,-37.78685,145.12679,Entire apartment,Entire home/apt,6,125.0,1.0,t,10.0,10.0,t,Good,1,8,1,North-East
4,4000736,5528095,Manningham,-37.75742,145.25131,Entire bungalow,Entire home/apt,4,150.0,1.0,t,10.0,10.0,t,Good,0,1,0,North-East
5,4933209,25412882,Manningham,-37.74222,145.20208,Entire guesthouse,Entire home/apt,4,40.0,0.98,t,10.0,10.0,t,Good,364,1,31,North-East
6,5232429,27080368,Manningham,-37.77293,145.22808,Private room in guest suite,Private room,1,52.0,0.91,t,10.0,10.0,t,Good,41,9,30,North-East
7,5583818,27080368,Manningham,-37.76766,145.228,Entire guest suite,Entire home/apt,3,94.0,0.91,t,10.0,10.0,t,Good,14,8,11,North-East
8,5808188,4625432,Manningham,-37.77364,145.11086,Private room in house,Private room,2,50.0,1.0,t,10.0,9.0,t,Good,11,8,11,North-East
9,5816182,17695853,Manningham,-37.79207,145.15853,Private room in villa,Private room,2,88.0,1.0,t,9.0,9.0,t,Good,276,1,31,North-East
10,6379076,33175860,Manningham,-37.72685,145.27419,Entire house,Entire home/apt,2,164.0,0.97,t,10.0,9.0,t,Good,43,10,29,North-East
11,6766861,10785219,Manningham,-37.78588,145.13897,Entire townhouse,Entire home/apt,8,210.0,0.97,t,10.0,10.0,t,Good,103,10,31,North-East
12,7655167,40177435,Manningham,-37.73588,145.23086,Entire cottage,Entire home/apt,4,170.0,1.0,f,10.0,10.0,f,Average,159,1,31,North-East
13,7780598,10785219,Manningham,-37.78692,145.13944,Entire townhouse,Entire home/apt,6,190.0,0.97,t,10.0,10.0,t,Good,1,8,1,North-East
14,8788289,46059828,Manningham,-37.78538,145.13659,Private room in house,Private room,2,70.0,0.88,t,10.0,10.0,t,Good,1,8,1,North-East
15,8852884,46031452,Manningham,-37.78452,145.13362,Private room in townhouse,Private room,1,39.0,0.97,f,10.0,10.0,f,Average,1,8,1,North-East
16,8852933,46031452,Manningham,-37.78679,145.13499,Private room in townhouse,Private room,1,41.0,0.97,f,10.0,10.0,f,Average,1,8,1,North-East
17,9078589,47345389,Manningham,-37.79388,145.1338,Entire house,Entire home/apt,6,153.0,0.92,t,8.0,9.0,t,Good,2,8,2,North-East
18,9997898,33175860,Manningham,-37.72732,145.27438,Entire apartment,Entire home/apt,2,130.0,0.97,t,10.0,10.0,t,Good,10,9,7,North-East
19,10595535,34247003,Manningham,-37.78678,145.20601,Entire house,Entire home/apt,8,257.0,0.99,t,10.0,10.0,t,Good,365,1,31,North-East
20,11516004,60700650,Manningham,-37.76432,145.08545,Room in boutique hotel,Private room,5,250.0,0.0,f,10.0,10.0,f,Bad,3,8,3,North-East
21,11684662,17695853,Manningham,-37.77782,145.17389,Private room in villa,Private room,1,58.0,1.0,t,10.0,10.0,t,Good,275,1,31,North-East
22,11804959,55820852,Manningham,-37.76751,145.16567,Private room in house,Private room,2,55.0,0.96,f,10.0,10.0,f,Average,11,8,11,North-East
23,12191861,17695853,Manningham,-37.77991,145.1748,Private room in villa,Private room,4,108.0,1.0,t,9.0,10.0,t,Good,275,1,31,North-East
24,12635395,43050141,Manningham,-37.72497,145.28485,Entire apartment,Entire home/apt,2,96.0,0.99,t,10.0,10.0,t,Good,205,4,30,North-East
25,12637685,43050141,Manningham,-37.77671,145.16635,Entire apartment,Entire home/apt,6,162.0,0.99,t,9.0,10.0,t,Good,204,8,31,North-East
26,12819821,69926344,Manningham,-37.75588,145.28518,Entire cottage,Entire home/apt,6,185.0,0.97,t,10.0,10.0,t,Good,4,11,3,North-East
27,13036921,33742229,Manningham,-37.77162,145.13393,Private room in house,Private room,2,71.86,1.0,t,10.0,10.0,t,Good,202,3,31,North-East
28,13162857,43050141,Manningham,-37.77646,145.16496,Entire house,Entire home/apt,6,162.0,0.99,t,10.0,10.0,t,Good,359,1,31,North-East
29,14141279,43050141,Manningham,-37.77008,145.17569,Entire house,Entire home/apt,7,180.0,0.99,t,9.0,9.0,t,Good,182,1,31,North-East
30,14360559,43050141,Manningham,-37.78867,145.12358,Entire apartment,Entire home/apt,4,147.0,0.99,t,10.0,9.0,t,Good,149,5,31,North-East
31,14635391,17695853,Manningham,-37.77927,145.17493,Private room in villa,Private room,3,108.0,1.0,t,10.0,10.0,t,Good,276,1,31,North-East
32,15377919,43050141,Manningham,-37.79633,145.1289,Entire house,Entire home/apt,6,162.0,0.99,t,10.0,10.0,t,Good,163,5,31,North-East
33,15516535,81743692,Manningham,-37.78638,145.12496,Private room in house,Private room,2,70.0,1.0,f,9.0,8.0,f,Average,274,1,31,North-East
34,15856353,81743692,Manningham,-37.7835,145.13872,Private room in villa,Private room,2,70.0,1.0,f,10.0,10.0,f,Average,1,8,1,North-East
35,16167173,73154003,Manningham,-37.76488,145.09862,Private room in house,Private room,2,55.0,0.33,t,10.0,10.0,t,Average,186,3,31,North-East
36,16208472,81743692,Manningham,-37.78253,145.14018,Private room in house,Private room,2,70.0,1.0,f,10.0,8.0,f,Average,185,3,31,North-East
37,16406239,107487271,Manningham,-37.7914,145.12177,Private room in villa,Private room,2,45.0,0.97,t,9.0,9.0,t,Good,0,1,0,North-East
38,16707101,7030240,Manningham,-37.74866,145.18347,Entire apartment,Entire home/apt,2,90.0,0.9,t,10.0,10.0,t,Good,11,8,11,North-East
39,17318365,116883413,Manningham,-37.74991,145.18214,Entire guesthouse,Entire home/apt,5,146.0,1.0,t,10.0,10.0,t,Good,167,7,31,North-East
40,17337112,117081326,Manningham,-37.74106,145.23035,Entire cottage,Entire home/apt,2,138.0,1.0,f,10.0,9.0,f,Average,19,2,7,North-East
41,18026070,123979832,Manningham,-37.78796,145.13056,Private room in apartment,Private room,2,34.0,0.56,f,10.0,10.0,f,Average,190,3,31,North-East
42,18511786,120802179,Manningham,-37.77579,145.12252,Entire house,Entire home/apt,6,150.0,0.0,t,10.0,10.0,t,Average,71,9,30,North-East
43,18634594,40395576,Manningham,-37.74654,145.20695,Entire villa,Entire home/apt,8,295.0,0.98,t,9.0,9.0,t,Good,20,8,8,North-East
44,19217982,25369146,Manningham,-37.78906,145.12564,Entire apartment,Entire home/apt,2,74.0,0.4,t,9.0,9.0,t,Average,245,1,31,North-East
45,19256708,88652023,Manningham,-37.76598,145.18253,Private room in townhouse,Private room,2,65.0,1.0,t,10.0,9.0,t,Good,3,8,3,North-East
46,19596174,66815244,Manningham,-37.78171,145.10926,Entire townhouse,Entire home/apt,14,328.0,1.0,t,10.0,10.0,t,Good,276,1,31,North-East
47,19662317,66815244,Manningham,-37.7822,145.10843,Entire townhouse,Entire home/apt,6,150.0,1.0,t,10.0,9.0,t,Good,187,3,31,North-East
48,20094111,38202932,Manningham,-37.7761,145.23208,Entire cabin,Entire home/apt,6,88.0,1.0,t,10.0,9.0,t,Good,53,9,24,North-East
49,20572908,74429985,Manningham,-37.77765,145.16503,Entire house,Entire home/apt,12,219.0,0.95,t,10.0,10.0,t,Good,18,12,9,North-East
50,21012274,151299817,Manningham,-37.78426,145.12829,Entire apartment,Entire home/apt,2,105.0,0.98,t,10.0,10.0,t,Good,11,8,11,North-East
51,21236676,28675805,Manningham,-37.75139,145.21041,Entire guest suite,Entire home/apt,2,105.0,0.98,t,10.0,10.0,t,Good,257,3,31,North-East
52,21461243,9571666,Manningham,-37.76996,145.11148,Entire house,Entire home/apt,16,218.0,0.93,t,9.0,10.0,t,Good,185,3,31,North-East
53,21649854,50626167,Manningham,-37.78916,145.12355,Entire apartment,Entire home/apt,4,150.0,0.98,t,8.0,9.0,t,Good,332,1,31,North-East
54,21650223,50626167,Manningham,-37.7895,145.12453,Entire apartment,Entire home/apt,4,108.0,0.98,t,8.0,9.0,t,Good,71,8,31,North-East
55,21853140,159260847,Manningham,-37.78764,145.12171,Entire apartment,Entire home/apt,4,99.0,1.0,t,9.0,9.0,t,Good,185,3,31,North-East
56,22134513,107487271,Manningham,-37.78924,145.12176,Private room in villa,Private room,3,96.0,0.97,t,7.0,6.0,t,Good,0,1,0,North-East
57,22294781,159521177,Manningham,-37.75944,145.21894,Entire house,Entire home/apt,10,229.0,1.0,t,10.0,10.0,t,Good,152,10,31,North-East
58,22656244,25340064,Manningham,-37.80311,145.19945,Entire house,Entire home/apt,5,260.0,0.94,t,10.0,10.0,t,Good,14,8,11,North-East
59,23196137,107487271,Manningham,-37.78202,145.12948,Entire villa,Entire home/apt,13,307.0,0.97,t,10.0,9.0,t,Good,3,8,3,North-East
60,23650180,177040934,Manningham,-37.77286,145.17501,Private room in house,Private room,6,163.0,0.0,f,10.0,10.0,f,Bad,281,1,31,North-East
61,24122327,176511404,Manningham,-37.75076,145.13838,Entire villa,Entire home/apt,11,300.0,1.0,t,10.0,10.0,t,Good,39,1,17,North-East
62,24431012,1649213,Manningham,-37.74126,145.19942,Entire house,Entire home/apt,11,491.0,0.93,t,10.0,10.0,t,Good,115,9,30,North-East
63,24569193,15361143,Manningham,-37.78209,145.11756,Private room in house,Private room,2,38.0,0.96,t,10.0,10.0,t,Good,365,1,31,North-East
64,25384889,10785219,Manningham,-37.78574,145.1402,Entire townhouse,Entire home/apt,6,190.0,0.97,t,10.0,10.0,t,Good,80,2,28,North-East
65,25899924,84441690,Manningham,-37.76164,145.27846,Entire guest suite,Entire home/apt,3,70.0,0.83,t,10.0,10.0,t,Good,3,8,3,North-East
66,27169444,43050141,Manningham,-37.78916,145.16799,Entire apartment,Entire home/apt,4,147.0,0.99,t,10.0,10.0,t,Good,359,1,31,North-East
67,27374382,176511404,Manningham,-37.75016,145.13973,Entire bungalow,Entire home/apt,4,90.0,1.0,t,10.0,10.0,t,Good,87,10,31,North-East
68,27441848,113432702,Manningham,-37.76313,145.0918,Private room in house,Private room,1,28.0,1.0,t,9.0,9.0,t,Good,30,9,19,North-East
69,27473376,50626167,Manningham,-37.78906,145.12515,Entire apartment,Entire home/apt,4,108.0,0.98,t,8.0,8.0,t,Good,57,8,31,North-East
70,27684163,180432544,Manningham,-37.78779,145.12858,Entire apartment,Entire home/apt,4,188.0,1.0,t,10.0,10.0,t,Good,315,1,31,North-East
71,27742684,185076876,Manningham,-37.77436,145.12688,Entire house,Entire home/apt,7,151.0,0.95,t,9.0,9.0,t,Good,275,1,31,North-East
72,27913208,107487271,Manningham,-37.78225,145.12973,Private room in villa,Private room,2,50.0,0.97,t,10.0,9.0,t,Good,0,1,0,North-East
73,28024830,107487271,Manningham,-37.78308,145.12823,Private room in house,Private room,2,48.0,0.97,t,9.0,9.0,t,Good,0,1,0,North-East
74,28040269,107487271,Manningham,-37.79145,145.12023,Private room in villa,Private room,2,43.0,0.97,t,10.0,10.0,t,Good,0,1,0,North-East
75,28093444,66815244,Manningham,-37.78352,145.10852,Tiny house,Entire home/apt,4,68.0,1.0,t,10.0,9.0,t,Good,186,3,31,North-East
76,28147201,212605568,Manningham,-37.79029,145.22007,Private room in bed and breakfast,Private room,5,115.0,0.75,t,10.0,10.0,t,Good,184,3,31,North-East
77,28227605,107487271,Manningham,-37.79099,145.12138,Private room in villa,Private room,2,46.0,0.97,t,10.0,10.0,t,Good,0,1,0,North-East
78,28589937,110776401,Manningham,-37.78338,145.13561,Entire villa,Entire home/apt,10,198.0,1.0,f,9.0,9.0,f,Average,96,7,31,North-East
79,28900928,107487271,Manningham,-37.78184,145.13022,Private room in villa,Private room,3,76.0,0.97,t,10.0,9.0,t,Good,1,8,1,North-East
80,29426118,221657502,Manningham,-37.78696,145.12648,Entire apartment,Entire home/apt,4,102.0,1.0,t,10.0,10.0,t,Good,225,3,31,North-East
81,29447777,221657502,Manningham,-37.78858,145.12617,Entire apartment,Entire home/apt,4,106.0,1.0,t,10.0,10.0,t,Good,327,3,31,North-East
82,29449667,115113395,Manningham,-37.77953,145.12954,Entire house,Entire home/apt,13,96.0,0.93,t,9.0,10.0,t,Good,275,1,31,North-East
83,29582260,14392834,Manningham,-37.74633,145.19027,Entire villa,Entire home/apt,11,980.0,1.0,t,10.0,9.0,t,Good,197,3,31,North-East
84,29660644,135427226,Manningham,-37.78642,145.12609,Private room in apartment,Private room,2,150.0,1.0,f,10.0,10.0,f,Average,0,1,0,North-East
85,29695921,110776401,Manningham,-37.78394,145.13532,Entire townhouse,Entire home/apt,10,198.0,1.0,f,10.0,10.0,f,Average,96,7,31,North-East
86,29744076,223757117,Manningham,-37.77927,145.16871,Entire guest suite,Entire home/apt,3,61.0,1.0,t,10.0,10.0,t,Good,195,3,31,North-East
87,29760016,64120454,Manningham,-37.78548,145.10552,Entire house,Entire home/apt,11,200.0,0.75,t,9.0,9.0,t,Good,365,1,31,North-East
88,29805370,46693634,Manningham,-37.79018,145.12691,Private room in townhouse,Private room,6,135.0,0.97,t,10.0,10.0,t,Good,7,12,7,North-East
89,30366869,227994040,Manningham,-37.7568,145.12517,Entire townhouse,Entire home/apt,8,180.0,1.0,t,10.0,10.0,t,Good,140,7,31,North-East
90,30412315,24980853,Manningham,-37.78229,145.12751,Entire apartment,Entire home/apt,6,109.0,1.0,f,10.0,10.0,f,Average,302,1,31,North-East
91,30414677,128501136,Manningham,-37.78596,145.11837,Entire townhouse,Entire home/apt,8,198.0,1.0,t,9.0,9.0,t,Good,365,1,31,North-East
92,30755782,230145355,Manningham,-37.75426,145.20649,Entire cottage,Entire home/apt,14,640.0,1.0,f,8.0,9.0,f,Average,365,1,31,North-East
93,30895731,230891164,Manningham,-37.78745,145.12689,Entire apartment,Entire home/apt,4,150.0,1.0,t,10.0,9.0,t,Good,205,3,31,North-East
94,30943911,230633215,Manningham,-37.78826,145.13644,Private room in villa,Private room,1,27.0,0.98,t,4.0,7.0,t,Good,297,1,31,North-East
95,30952250,193368830,Manningham,-37.79322,145.14471,Entire townhouse,Entire home/apt,10,194.0,0.99,t,9.0,9.0,t,Good,365,1,31,North-East
96,30976161,52268582,Manningham,-37.76605,145.13712,Private room in house,Private room,2,88.0,0.98,t,10.0,9.0,t,Good,274,1,31,North-East
97,31006989,231575104,Manningham,-37.7735,145.12918,Private room in townhouse,Private room,2,50.0,0.67,f,8.0,8.0,f,Average,184,3,31,North-East
98,31043967,12691316,Manningham,-37.7899,145.12468,Entire apartment,Entire home/apt,4,119.0,0.91,t,9.0,10.0,t,Good,106,7,31,North-East
99,31090728,46693634,Manningham,-37.79164,145.12665,Entire townhouse,Entire home/apt,8,190.0,0.97,t,8.0,9.0,t,Good,7,12,7,North-East
100,31090868,46693634,Manningham,-37.79053,145.12591,Private room in townhouse,Private room,2,70.0,0.97,t,10.0,10.0,t,Good,7,12,7,North-East
101,31378226,52268582,Manningham,-37.76709,145.13855,Private room in house,Private room,2,80.0,0.98,t,9.0,10.0,t,Good,274,1,31,North-East
102,31388092,52268582,Manningham,-37.767,145.13844,Private room in house,Private room,2,55.0,0.98,t,10.0,10.0,t,Good,0,1,0,North-East
103,31404463,52268582,Manningham,-37.76638,145.13878,Private room in house,Private room,2,55.0,0.98,t,10.0,10.0,t,Good,274,1,31,North-East
104,31807214,106772468,Manningham,-37.79579,145.14698,Private room in villa,Private room,1,68.0,1.0,t,10.0,10.0,t,Good,312,1,31,North-East
105,31837530,230633215,Manningham,-37.78672,145.1364,Private room in house,Private room,1,26.0,0.98,t,7.0,8.0,t,Good,283,1,31,North-East
106,32171834,241374373,Manningham,-37.78103,145.11267,Entire bungalow,Entire home/apt,2,94.0,1.0,t,10.0,10.0,t,Good,196,3,31,North-East
107,32293016,109900752,Manningham,-37.74396,145.27467,Private room in cottage,Private room,9,568.0,0.93,f,10.0,9.0,f,Average,185,3,31,North-East
108,32450817,242418632,Manningham,-37.78953,145.12344,Entire apartment,Entire home/apt,6,160.0,0.98,t,9.0,9.0,t,Good,33,1,14,North-East
109,32561413,109900752,Manningham,-37.74572,145.27568,Private room in cottage,Private room,3,148.0,0.93,f,10.0,10.0,f,Average,185,3,31,North-East
110,32593051,109900752,Manningham,-37.74437,145.27388,Private room in cottage,Private room,4,258.0,0.93,f,10.0,10.0,f,Average,185,3,31,North-East
111,32593442,109900752,Manningham,-37.74537,145.27587,Private room in cottage,Private room,7,428.0,0.93,f,10.0,10.0,f,Average,185,3,31,North-East
112,32593856,109900752,Manningham,-37.74444,145.27459,Private room in cottage,Private room,2,128.0,0.93,f,10.0,10.0,f,Average,186,3,31,North-East
113,32646044,260053901,Manningham,-37.78841,145.14623,Entire townhouse,Entire home/apt,10,211.0,0.98,t,10.0,9.0,t,Good,365,1,31,North-East
114,32648990,242418632,Manningham,-37.78953,145.12344,Entire apartment,Entire home/apt,6,165.0,0.98,t,9.0,9.0,t,Good,365,1,31,North-East
115,32653120,242418632,Manningham,-37.78953,145.12344,Entire apartment,Entire home/apt,4,100.0,0.98,t,9.0,9.0,t,Good,17,8,11,North-East
116,32672146,15559497,Manningham,-37.80013,145.18108,Private room in house,Private room,1,30.0,0.94,f,10.0,10.0,f,Average,297,3,31,North-East
117,32817803,109900752,Manningham,-37.74576,145.27587,Private room in cottage,Private room,6,368.0,0.93,f,9.0,9.0,f,Average,185,3,31,North-East
118,32832118,185076876,Manningham,-37.79271,145.15686,Entire townhouse,Entire home/apt,6,9856.0,0.95,t,10.0,10.0,t,Good,275,1,31,North-East
119,32873728,46059828,Manningham,-37.74519,145.23255,Entire villa,Entire home/apt,16,843.0,0.88,t,9.0,9.0,t,Good,15,12,5,North-East
120,32875709,242418632,Manningham,-37.78953,145.12344,Entire apartment,Entire home/apt,4,100.0,0.98,t,9.0,9.0,t,Good,10,12,6,North-East
121,33001594,107487271,Manningham,-37.78389,145.12983,Private room in house,Private room,2,48.57,0.97,t,10.0,10.0,t,Good,0,1,0,North-East
122,33024637,248079327,Manningham,-37.75663,145.09296,Private room in house,Private room,2,47.0,1.0,t,10.0,8.0,t,Good,276,1,31,North-East
123,33176325,249794788,Manningham,-37.77431,145.10518,Entire house,Entire home/apt,2,77.0,0.99,f,10.0,9.0,f,Average,203,7,31,North-East
124,33881914,221443370,Manningham,-37.78475,145.17224,Private room in house,Private room,2,40.0,1.0,f,10.0,10.0,f,Average,184,3,31,North-East
125,34724350,242418632,Manningham,-37.78953,145.12344,Entire apartment,Entire home/apt,4,100.0,0.98,t,9.0,10.0,t,Good,365,1,31,North-East
126,34724706,242418632,Manningham,-37.79027,145.12281,Entire apartment,Entire home/apt,4,100.0,0.98,t,10.0,10.0,t,Good,9,8,9,North-East
127,34724914,242418632,Manningham,-37.7898,145.12441,Entire apartment,Entire home/apt,4,100.0,0.98,t,10.0,10.0,t,Good,14,10,13,North-East
128,34784498,262286134,Manningham,-37.78845,145.12583,Private room in bungalow,Private room,4,53.0,0.98,f,9.0,9.0,f,Average,365,1,31,North-East
129,34814556,262286134,Manningham,-37.78948,145.12516,Private room in bungalow,Private room,2,45.0,0.98,f,10.0,9.0,f,Average,365,1,31,North-East
130,34833961,243754761,Manningham,-37.75707,145.20432,Entire villa,Entire home/apt,16,1700.0,0.97,t,8.0,6.0,t,Good,26,9,13,North-East
131,34962859,185076876,Manningham,-37.77355,145.12787,Entire townhouse,Entire home/apt,6,6732.0,0.95,t,9.0,9.0,t,Good,276,1,31,North-East
132,35214938,243754761,Manningham,-37.75765,145.20504,Castle,Entire home/apt,16,925.0,0.97,t,8.0,8.0,t,Good,26,9,13,North-East
133,35379649,50160604,Manningham,-37.80167,145.17259,Entire house,Entire home/apt,4,69.0,0.94,f,9.0,8.0,f,Average,316,1,31,North-East
134,35665513,230891164,Manningham,-37.78844,145.12589,Entire apartment,Entire home/apt,4,165.0,1.0,t,10.0,9.0,t,Good,164,5,31,North-East
135,35846992,185076876,Manningham,-37.78684,145.118,Entire house,Entire home/apt,11,2614.0,0.95,t,10.0,10.0,t,Good,282,1,31,North-East
136,36676733,242418632,Manningham,-37.78796,145.1226,Entire apartment,Entire home/apt,4,100.0,0.98,t,7.0,9.0,t,Good,242,1,31,North-East
137,37034913,230891164,Manningham,-37.78675,145.12716,Entire apartment,Entire home/apt,4,165.0,1.0,t,10.0,10.0,t,Good,190,3,31,North-East
138,37095792,279036198,Manningham,-37.76957,145.23716,Entire villa,Entire home/apt,8,595.0,0.96,t,10.0,10.0,t,Good,340,1,31,North-East
139,37465485,242418632,Manningham,-37.7885,145.12269,Entire apartment,Entire home/apt,4,100.0,0.98,t,10.0,9.0,t,Good,365,1,31,North-East
140,38014166,230633215,Manningham,-37.78795,145.13755,Private room in house,Private room,1,27.0,0.98,t,7.0,9.0,t,Good,309,1,31,North-East
141,38706515,61955117,Manningham,-37.78662,145.13441,Private room in house,Private room,2,40.0,0.8,t,9.0,9.0,t,Good,1,8,1,North-East
142,38712928,3264405,Manningham,-37.76071,145.08802,Private room in house,Private room,2,40.0,0.96,t,10.0,10.0,t,Good,186,3,31,North-East
143,38731151,34247003,Manningham,-37.78681,145.20732,Entire house,Entire home/apt,8,259.0,0.99,t,9.0,10.0,t,Good,14,12,13,North-East
144,38785578,89562817,Manningham,-37.78755,145.14312,Private room in guesthouse,Private room,2,45.0,0.47,t,7.0,7.0,t,Average,186,3,31,North-East
145,38786658,296642834,Manningham,-37.78268,145.13021,Private room in bungalow,Private room,2,38.0,0.83,t,10.0,10.0,t,Good,185,3,31,North-East
146,39009056,34247003,Manningham,-37.78518,145.2062,Entire guesthouse,Entire home/apt,2,65.0,0.99,t,9.0,10.0,t,Good,12,12,11,North-East
147,39118249,262286134,Manningham,-37.78806,145.12756,Private room in bungalow,Private room,2,45.0,0.98,f,10.0,10.0,f,Average,365,1,31,North-East
148,39184026,294465186,Manningham,-37.79532,145.12988,Entire house,Entire home/apt,12,225.0,0.92,t,9.0,9.0,t,Good,226,3,31,North-East
149,39204445,2717432,Manningham,-37.77036,145.10994,Private room in house,Private room,2,70.0,0.83,t,10.0,10.0,t,Good,3,8,3,North-East
150,39394805,182128007,Manningham,-37.78932,145.1327,Private room in villa,Private room,3,69.0,1.0,t,9.0,9.0,t,Good,41,9,30,North-East
151,39397183,182128007,Manningham,-37.79051,145.13147,Private room in villa,Private room,2,56.0,1.0,t,8.0,9.0,t,Good,41,9,30,North-East
152,39405199,46045187,Manningham,-37.7889,145.1258,Private room in apartment,Private room,2,46.0,0.97,t,4.0,6.0,t,Good,235,1,31,North-East
153,39571922,77645188,Manningham,-37.78574,145.12944,Private room in bungalow,Private room,2,35.0,1.0,t,10.0,9.0,t,Good,198,3,31,North-East
154,39653148,154300729,Manningham,-37.78665,145.14562,Entire house,Entire home/apt,6,160.0,1.0,t,10.0,9.0,t,Good,329,1,31,North-East
155,39676326,304942652,Manningham,-37.78704,145.12665,Entire apartment,Entire home/apt,4,181.0,0.8,t,10.0,10.0,t,Good,365,1,31,North-East
156,39682943,219838169,Manningham,-37.78387,145.12788,Private room in house,Private room,2,50.0,0.89,t,10.0,10.0,t,Good,276,1,31,North-East
157,39936054,249597589,Manningham,-37.78811,145.15484,Entire townhouse,Entire home/apt,9,200.0,0.93,f,10.0,9.0,f,Average,358,1,31,North-East
158,39993961,308386667,Manningham,-37.76443,145.1202,Entire guest suite,Entire home/apt,2,100.0,1.0,t,8.0,10.0,t,Good,2,8,2,North-East
159,40238361,185076876,Manningham,-37.78596,145.11692,Entire house,Entire home/apt,8,257.75,0.95,t,9.0,9.0,t,Good,276,1,31,North-East
160,40288202,193368830,Manningham,-37.79549,145.12155,Entire house,Entire home/apt,6,200.0,0.99,t,9.0,9.0,t,Good,365,1,31,North-East
161,40310616,289990246,Manningham,-37.74177,145.15561,Entire house,Entire home/apt,8,307.0,1.0,t,9.0,9.0,t,Good,194,3,31,North-East
162,40329146,84014423,Manningham,-37.72296,145.27572,Farm stay,Entire home/apt,2,186.0,0.88,t,10.0,10.0,t,Good,50,2,14,North-East
163,40452011,225058199,Manningham,-37.76336,145.17279,Entire condominium,Entire home/apt,4,99.0,0.96,t,10.0,9.0,t,Good,22,8,11,North-East
164,40596397,115113395,Manningham,-37.74882,145.1873,Entire villa,Entire home/apt,16,950.0,0.93,t,10.0,8.0,t,Good,276,1,31,North-East
165,40626605,314963924,Manningham,-37.76132,145.11365,Entire house,Entire home/apt,10,324.0,1.0,t,9.0,10.0,t,Good,248,3,31,North-East
166,41035052,46045187,Manningham,-37.78812,145.12385,Private room in apartment,Private room,2,45.0,0.97,t,8.0,8.0,t,Good,2,8,2,North-East
167,41070982,136692676,Manningham,-37.7841,145.11821,Entire townhouse,Entire home/apt,8,219.0,0.67,t,10.0,10.0,t,Good,324,1,31,North-East
168,41197815,66815244,Manningham,-37.76415,145.14083,Entire house,Entire home/apt,13,888.0,1.0,t,10.0,10.0,t,Good,365,1,31,North-East
169,41294444,324377910,Manningham,-37.73919,145.22089,Entire guesthouse,Entire home/apt,5,90.0,0.92,t,10.0,10.0,t,Good,365,1,31,North-East
170,41441474,326105168,Manningham,-37.78188,145.12954,Entire villa,Entire home/apt,12,302.0,1.0,f,10.0,10.0,f,Average,2,8,2,North-East
171,41443348,326105168,Manningham,-37.7837,145.12882,Entire villa,Entire home/apt,12,277.0,1.0,f,10.0,10.0,f,Average,1,8,1,North-East
172,41508955,326105168,Manningham,-37.78188,145.12989,Private room in villa,Private room,2,49.0,1.0,f,10.0,10.0,f,Average,0,1,0,North-East
173,41749696,149052750,Manningham,-37.76192,145.16548,Private room in house,Private room,1,35.0,0.82,f,8.0,10.0,f,Average,184,3,31,North-East
174,41753191,149052750,Manningham,-37.76091,145.16402,Private room in house,Private room,2,35.0,0.82,f,7.0,7.0,f,Average,0,1,0,North-East
175,42027725,111708472,Manningham,-37.76919,145.1134,Entire house,Entire home/apt,8,108.0,1.0,t,9.0,9.0,t,Good,0,1,0,North-East
176,42103967,333941982,Manningham,-37.7828,145.15345,Entire house,Entire home/apt,4,138.0,1.0,f,10.0,9.0,f,Average,4,8,4,North-East
177,42121357,149052750,Manningham,-37.77272,145.15335,Private room in apartment,Private room,2,128.0,0.82,f,10.0,10.0,f,Average,274,1,31,North-East
178,42129849,149052750,Manningham,-37.77445,145.15126,Entire apartment,Entire home/apt,4,158.0,0.82,f,10.0,10.0,f,Average,0,1,0,North-East
179,42129947,149052750,Manningham,-37.7746,145.15209,Entire apartment,Entire home/apt,2,95.0,0.82,f,10.0,8.0,f,Average,0,1,0,North-East
180,42320937,336490935,Manningham,-37.7903,145.12443,Private room in apartment,Private room,4,129.0,1.0,f,10.0,10.0,f,Average,365,1,31,North-East
181,42339014,327633307,Manningham,-37.79279,145.14654,Private room in house,Private room,2,500.0,0.67,t,10.0,10.0,t,Good,274,1,31,North-East
182,42386203,326105168,Manningham,-37.79028,145.12029,Private room in house,Private room,2,46.0,1.0,f,8.0,3.0,f,Average,0,1,0,North-East
183,42494719,182128007,Manningham,-37.79062,145.13317,Private room in villa,Private room,2,59.0,1.0,t,10.0,10.0,t,Good,41,9,30,North-East
184,43112316,66815244,Manningham,-37.78355,145.11055,Entire townhouse,Entire home/apt,6,160.0,1.0,t,10.0,10.0,t,Good,276,1,31,North-East
185,43509641,290628978,Manningham,-37.79304,145.12209,Entire guest suite,Entire home/apt,8,198.0,0.67,t,10.0,10.0,t,Good,186,3,31,North-East
186,43510323,321322643,Manningham,-37.78456,145.1608,Entire house,Entire home/apt,8,80.0,1.0,t,10.0,10.0,t,Good,279,1,31,North-East
