Date Administered,AgeGroupVacc,7-day_avg_group_cases_per_100k,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup
2020-12-16T00:00:00,12 - 15 Years,37.45023627,0,0
2020-12-16T00:00:00,16 - 17 Years,50.3291004,0,0
2020-12-16T00:00:00,18 - 24 Years,65.24705797,0,0
2020-12-16T00:00:00,25 - 39 Years,63.38749057,0,0
2020-12-16T00:00:00,40 - 49 Years,63.29427918,0,0
2020-12-16T00:00:00,50 - 64 Years,55.70607122,0,0
2020-12-16T00:00:00,65 - 74 Years,39.30958173,0,0
2020-12-16T00:00:00,75+ Years,52.83666217,0,0
2020-12-15T00:00:00,<12 Years,21.64181294,,
2020-12-15T00:00:00,12 - 15 Years,38.01658984,,
2020-12-15T00:00:00,16 - 17 Years,51.14563906,,
2020-12-15T00:00:00,18 - 24 Years,66.3192238,,
2020-12-15T00:00:00,25 - 39 Years,64.22338348,,
2020-12-15T00:00:00,40 - 49 Years,63.86685043,,
2020-12-15T00:00:00,50 - 64 Years,56.09451126,,
2020-12-15T00:00:00,65 - 74 Years,39.68112707,,
2020-12-15T00:00:00,75+ Years,53.73825905,,
2020-12-14T00:00:00,<12 Years,21.75247471,,
2020-12-14T00:00:00,12 - 15 Years,37.82780532,,
2020-12-14T00:00:00,16 - 17 Years,51.68310755,,
2020-12-14T00:00:00,18 - 24 Years,66.79952383,,
2020-12-14T00:00:00,25 - 39 Years,64.55647414,,
2020-12-14T00:00:00,40 - 49 Years,63.99936382,,
2020-12-14T00:00:00,50 - 64 Years,56.1083598,,
2020-12-14T00:00:00,65 - 74 Years,39.63150286,,
2020-12-14T00:00:00,75+ Years,53.68637867,,
