Date Administered,AgeGroupVacc,7-day_avg_group_cases_per_100k,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup
2021-02-01T00:00:00,65 - 74 Years,23.85651906,0.164,0.017
2021-02-01T00:00:00,75+ Years,29.58443647,0.265,0.022
2021-01-31T00:00:00,<12 Years,16.34135215,0,0
2021-01-31T00:00:00,12 - 15 Years,27.22426564,0,0
2021-01-31T00:00:00,16 - 17 Years,35.01469382,0.002,0
2021-01-31T00:00:00,18 - 24 Years,44.64993932,0.032,0.008
2021-01-31T00:00:00,25 - 39 Years,39.07208338,0.068,0.025
2021-01-31T00:00:00,40 - 49 Years,38.33570007,0.08,0.028
2021-01-31T00:00:00,50 - 64 Years,34.48489454,0.082,0.026
2021-01-31T00:00:00,65 - 74 Years,24.78665483,0.157,0.016
2021-01-31T00:00:00,75+ Years,30.91019052,0.253,0.02
2021-01-30T00:00:00,<12 Years,16.67779963,0,0
2021-01-30T00:00:00,12 - 15 Years,27.76670081,0,0
2021-01-30T00:00:00,16 - 17 Years,35.598674,0.002,0
2021-01-30T00:00:00,18 - 24 Years,45.63653989,0.031,0.008
2021-01-30T00:00:00,25 - 39 Years,39.86090455,0.066,0.024
2021-01-30T00:00:00,40 - 49 Years,39.22219342,0.078,0.026
2021-01-30T00:00:00,50 - 64 Years,35.29560138,0.079,0.025
2021-01-30T00:00:00,65 - 74 Years,25.23793821,0.146,0.014
2021-01-30T00:00:00,75+ Years,31.53906486,0.236,0.017
2021-01-29T00:00:00,<12 Years,17.03031091,0,0
2021-01-29T00:00:00,12 - 15 Years,28.32622054,0,0
2021-01-29T00:00:00,16 - 17 Years,36.44449781,0.002,0
2021-01-29T00:00:00,18 - 24 Years,46.6524501,0.03,0.007
2021-01-29T00:00:00,25 - 39 Years,40.94735425,0.064,0.022
2021-01-29T00:00:00,40 - 49 Years,40.32410962,0.075,0.024
2021-01-29T00:00:00,50 - 64 Years,36.30132283,0.076,0.023
2021-01-29T00:00:00,65 - 74 Years,25.96788059,0.135,0.013
2021-01-29T00:00:00,75+ Years,32.3158684,0.219,0.014
2021-01-28T00:00:00,<12 Years,17.09307874,0,0
2021-01-28T00:00:00,12 - 15 Years,28.76871096,0,0
2021-01-28T00:00:00,16 - 17 Years,37.05604048,0.002,0
2021-01-28T00:00:00,18 - 24 Years,46.72572422,0.028,0.006
2021-01-28T00:00:00,25 - 39 Years,40.69869722,0.062,0.02
2021-01-28T00:00:00,40 - 49 Years,40.61570996,0.073,0.022
2021-01-28T00:00:00,50 - 64 Years,36.68976287,0.073,0.02
2021-01-28T00:00:00,65 - 74 Years,26.38735358,0.124,0.011
2021-01-28T00:00:00,75+ Years,32.96367207,0.202,0.011
2021-01-27T00:00:00,<12 Years,17.75496702,0,0
2021-01-27T00:00:00,12 - 15 Years,29.79293106,0,0
2021-01-27T00:00:00,16 - 17 Years,38.42727418,0.002,0
2021-01-27T00:00:00,18 - 24 Years,48.25549874,0.028,0.005
2021-01-27T00:00:00,25 - 39 Years,42.14567851,0.06,0.018
2021-01-27T00:00:00,40 - 49 Years,42.05635024,0.071,0.02
2021-01-27T00:00:00,50 - 64 Years,37.93431479,0.071,0.018
2021-01-27T00:00:00,65 - 74 Years,27.2805893,0.114,0.009
2021-01-27T00:00:00,75+ Years,34.16533386,0.187,0.009
2021-01-26T00:00:00,<12 Years,17.68773702,0,0
2021-01-26T00:00:00,12 - 15 Years,29.37350481,0,0
2021-01-26T00:00:00,16 - 17 Years,37.92598146,0.002,0
2021-01-26T00:00:00,18 - 24 Years,46.42600943,0.027,0.005
2021-01-26T00:00:00,25 - 39 Years,40.6790664,0.059,0.017
2021-01-26T00:00:00,40 - 49 Years,40.82298358,0.069,0.018
2021-01-26T00:00:00,50 - 64 Years,36.70111413,0.069,0.017
2021-01-26T00:00:00,65 - 74 Years,26.36741907,0.107,0.008
2021-01-26T00:00:00,75+ Years,32.98680791,0.176,0.008
2021-01-25T00:00:00,<12 Years,18.07178095,0,0
2021-01-25T00:00:00,12 - 15 Years,29.94583798,0,0
2021-01-25T00:00:00,16 - 17 Years,38.66672328,0.002,0
2021-01-25T00:00:00,18 - 24 Years,47.55537635,0.026,0.005
2021-01-25T00:00:00,25 - 39 Years,41.73385349,0.058,0.016
2021-01-25T00:00:00,40 - 49 Years,41.80088992,0.068,0.018
2021-01-25T00:00:00,50 - 64 Years,37.69775458,0.067,0.016
2021-01-25T00:00:00,65 - 74 Years,27.04222345,0.101,0.008
2021-01-25T00:00:00,75+ Years,34.1478067,0.167,0.007
2021-01-24T00:00:00,<12 Years,18.13157401,0,0
2021-01-24T00:00:00,12 - 15 Years,29.86126935,0,0
2021-01-24T00:00:00,16 - 17 Years,38.75802402,0.002,0
2021-01-24T00:00:00,18 - 24 Years,47.93167441,0.025,0.004
2021-01-24T00:00:00,25 - 39 Years,42.3008253,0.057,0.016
2021-01-24T00:00:00,40 - 49 Years,42.4914477,0.066,0.017
2021-01-24T00:00:00,50 - 64 Years,38.28189031,0.065,0.015
2021-01-24T00:00:00,65 - 74 Years,27.59784491,0.095,0.008
2021-01-24T00:00:00,75+ Years,35.07604486,0.155,0.006
2021-01-23T00:00:00,<12 Years,18.29548432,0,0
2021-01-23T00:00:00,12 - 15 Years,30.22858765,0,0
2021-01-23T00:00:00,16 - 17 Years,39.18524256,0.002,0
2021-01-23T00:00:00,18 - 24 Years,48.64266974,0.024,0.004
2021-01-23T00:00:00,25 - 39 Years,43.07824793,0.054,0.015
2021-01-23T00:00:00,40 - 49 Years,43.19476077,0.063,0.016
2021-01-23T00:00:00,50 - 64 Years,38.99157096,0.062,0.014
2021-01-23T00:00:00,65 - 74 Years,28.11953528,0.085,0.007
2021-01-23T00:00:00,75+ Years,35.92576136,0.139,0.006
2021-01-22T00:00:00,<12 Years,18.6613821,0,0
2021-01-22T00:00:00,12 - 15 Years,30.8692591,0,0
2021-01-22T00:00:00,16 - 17 Years,39.87947269,0.001,0
2021-01-22T00:00:00,18 - 24 Years,49.88832977,0.023,0.004
2021-01-22T00:00:00,25 - 39 Years,44.19424941,0.052,0.014
2021-01-22T00:00:00,40 - 49 Years,44.40899447,0.061,0.015
2021-01-22T00:00:00,50 - 64 Years,40.0910538,0.059,0.013
2021-01-22T00:00:00,65 - 74 Years,28.86347424,0.075,0.006
2021-01-22T00:00:00,75+ Years,36.80211914,0.122,0.004
2021-01-21T00:00:00,<12 Years,19.0903452,0,0
2021-01-21T00:00:00,12 - 15 Years,31.33566792,0,0
2021-01-21T00:00:00,16 - 17 Years,40.65983559,0.001,0
2021-01-21T00:00:00,18 - 24 Years,51.51548796,0.022,0.003
2021-01-21T00:00:00,25 - 39 Years,45.64503021,0.05,0.012
2021-01-21T00:00:00,40 - 49 Years,45.81632925,0.058,0.013
2021-01-21T00:00:00,50 - 64 Years,41.36239468,0.056,0.011
2021-01-21T00:00:00,65 - 74 Years,29.9246688,0.067,0.005
2021-01-21T00:00:00,75+ Years,38.06407435,0.108,0.003
2021-01-20T00:00:00,<12 Years,19.31464352,0,0
2021-01-20T00:00:00,12 - 15 Years,31.5440997,0,0
2021-01-20T00:00:00,16 - 17 Years,41.13873379,0.001,0
2021-01-20T00:00:00,18 - 24 Years,52.91195086,0.021,0.003
2021-01-20T00:00:00,25 - 39 Years,46.71417102,0.048,0.011
2021-01-20T00:00:00,40 - 49 Years,46.69821652,0.056,0.012
2021-01-20T00:00:00,50 - 64 Years,42.39376998,0.054,0.01
2021-01-20T00:00:00,65 - 74 Years,30.66733534,0.061,0.005
2021-01-20T00:00:00,75+ Years,39.2166601,0.098,0.003
2021-01-19T00:00:00,<12 Years,19.83612223,0,0
2021-01-19T00:00:00,12 - 15 Years,32.28386167,0,0
2021-01-19T00:00:00,16 - 17 Years,42.33253399,0.001,0
2021-01-19T00:00:00,18 - 24 Years,54.67005699,0.02,0.003
2021-01-19T00:00:00,25 - 39 Years,48.28674734,0.047,0.011
2021-01-19T00:00:00,40 - 49 Years,48.04035754,0.054,0.011
2021-01-19T00:00:00,50 - 64 Years,43.61788963,0.052,0.01
2021-01-19T00:00:00,65 - 74 Years,31.54869518,0.056,0.004
2021-01-19T00:00:00,75+ Years,40.47230552,0.089,0.003
2021-01-18T00:00:00,<12 Years,20.46290812,0,0
2021-01-18T00:00:00,12 - 15 Years,33.41571457,0,0
2021-01-18T00:00:00,16 - 17 Years,44.36009941,0.001,0
2021-01-18T00:00:00,18 - 24 Years,58.0524849,0.019,0.003
2021-01-18T00:00:00,25 - 39 Years,50.90756714,0.046,0.01
2021-01-18T00:00:00,40 - 49 Years,50.51984615,0.053,0.011
2021-01-18T00:00:00,50 - 64 Years,45.93785973,0.051,0.009
2021-01-18T00:00:00,65 - 74 Years,33.15702842,0.053,0.004
2021-01-18T00:00:00,75+ Years,42.71508035,0.084,0.002
2021-01-17T00:00:00,<12 Years,21.62812896,0,0
2021-01-17T00:00:00,12 - 15 Years,35.32918665,0,0
2021-01-17T00:00:00,16 - 17 Years,46.77353963,0.001,0
2021-01-17T00:00:00,18 - 24 Years,61.82066559,0.019,0.003
2021-01-17T00:00:00,25 - 39 Years,53.9106602,0.045,0.01
2021-01-17T00:00:00,40 - 49 Years,53.34691669,0.051,0.011
2021-01-17T00:00:00,50 - 64 Years,48.48076853,0.049,0.009
2021-01-17T00:00:00,65 - 74 Years,34.83916178,0.05,0.004
2021-01-17T00:00:00,75+ Years,44.94102911,0.077,0.002
2021-01-16T00:00:00,<12 Years,21.96070922,0,0
2021-01-16T00:00:00,12 - 15 Years,35.96046158,0,0
2021-01-16T00:00:00,16 - 17 Years,48.09309368,0.001,0
2021-01-16T00:00:00,18 - 24 Years,63.36225852,0.017,0.002
2021-01-16T00:00:00,25 - 39 Years,55.18033087,0.042,0.009
2021-01-16T00:00:00,40 - 49 Years,54.49737389,0.048,0.01
2021-01-16T00:00:00,50 - 64 Years,49.36389639,0.046,0.008
2021-01-16T00:00:00,65 - 74 Years,35.59879386,0.044,0.004
2021-01-16T00:00:00,75+ Years,45.74447393,0.067,0.002
2021-01-15T00:00:00,<12 Years,22.37122869,0,0
2021-01-15T00:00:00,12 - 15 Years,36.79589716,0,0
2021-01-15T00:00:00,16 - 17 Years,49.41609303,0.001,0
2021-01-15T00:00:00,18 - 24 Years,65.26076732,0.016,0.002
2021-01-15T00:00:00,25 - 39 Years,56.69021522,0.04,0.009
2021-01-15T00:00:00,40 - 49 Years,55.79912313,0.045,0.009
2021-01-15T00:00:00,50 - 64 Years,50.34328293,0.043,0.008
2021-01-15T00:00:00,65 - 74 Years,36.26044994,0.037,0.003
2021-01-15T00:00:00,75+ Years,46.60400564,0.056,0.001
2021-01-14T00:00:00,<12 Years,23.1321771,0,0
2021-01-14T00:00:00,12 - 15 Years,38.2814007,0,0
2021-01-14T00:00:00,16 - 17 Years,51.73823252,0.001,0
2021-01-14T00:00:00,18 - 24 Years,68.77792506,0.015,0.002
2021-01-14T00:00:00,25 - 39 Years,59.85373216,0.037,0.007
2021-01-14T00:00:00,40 - 49 Years,58.69989095,0.042,0.008
2021-01-14T00:00:00,50 - 64 Years,52.88641875,0.04,0.006
2021-01-14T00:00:00,65 - 74 Years,37.51250684,0.033,0.003
2021-01-14T00:00:00,75+ Years,48.13658012,0.047,0.001
2021-01-13T00:00:00,<12 Years,23.62658533,0,0
2021-01-13T00:00:00,12 - 15 Years,39.54395058,0,0
2021-01-13T00:00:00,16 - 17 Years,53.66071595,0.001,0
2021-01-13T00:00:00,18 - 24 Years,71.37513805,0.014,0.001
2021-01-13T00:00:00,25 - 39 Years,62.02705374,0.035,0.006
2021-01-13T00:00:00,40 - 49 Years,60.70707915,0.04,0.006
2021-01-13T00:00:00,50 - 64 Years,54.40453598,0.038,0.005
2021-01-13T00:00:00,65 - 74 Years,38.54358757,0.03,0.002
2021-01-13T00:00:00,75+ Years,49.33333431,0.04,0.001
2021-01-12T00:00:00,<12 Years,24.39110347,0,0
2021-01-12T00:00:00,12 - 15 Years,41.35918637,0,0
2021-01-12T00:00:00,16 - 17 Years,56.35839432,0.001,0
2021-01-12T00:00:00,18 - 24 Years,75.09368143,0.013,0.001
2021-01-12T00:00:00,25 - 39 Years,65.40819836,0.034,0.005
2021-01-12T00:00:00,40 - 49 Years,63.54336184,0.038,0.005
2021-01-12T00:00:00,50 - 64 Years,56.78126237,0.036,0.004
2021-01-12T00:00:00,65 - 74 Years,40.25286578,0.026,0.002
2021-01-12T00:00:00,75+ Years,51.59503846,0.035,0.001
2021-01-11T00:00:00,<12 Years,24.93727285,0,0
2021-01-11T00:00:00,12 - 15 Years,42.54485567,0,0
2021-01-11T00:00:00,16 - 17 Years,57.82781939,0.001,0
2021-01-11T00:00:00,18 - 24 Years,76.83713274,0.012,0.001
2021-01-11T00:00:00,25 - 39 Years,67.31914244,0.033,0.004
2021-01-11T00:00:00,40 - 49 Years,64.9553027,0.037,0.004
2021-01-11T00:00:00,50 - 64 Years,57.65485518,0.035,0.004
2021-01-11T00:00:00,65 - 74 Years,40.87592526,0.025,0.001
2021-01-11T00:00:00,75+ Years,52.16712482,0.032,0.001
2021-01-10T00:00:00,<12 Years,25.45488435,0,0
2021-01-10T00:00:00,12 - 15 Years,43.80740555,0,0
2021-01-10T00:00:00,16 - 17 Years,60.21197447,0,0
2021-01-10T00:00:00,18 - 24 Years,79.64660431,0.011,0.001
2021-01-10T00:00:00,25 - 39 Years,70.4003366,0.031,0.003
2021-01-10T00:00:00,40 - 49 Years,67.62364061,0.035,0.004
2021-01-10T00:00:00,50 - 64 Years,59.47741315,0.033,0.003
2021-01-10T00:00:00,65 - 74 Years,42.09786833,0.023,0.001
2021-01-10T00:00:00,75+ Years,53.85814479,0.029,0
2021-01-09T00:00:00,<12 Years,25.73421608,0,0
2021-01-09T00:00:00,12 - 15 Years,44.32933923,0,0
2021-01-09T00:00:00,16 - 17 Years,61.304138,0,0
2021-01-09T00:00:00,18 - 24 Years,81.3167815,0.01,0
2021-01-09T00:00:00,25 - 39 Years,72.11898309,0.029,0.002
2021-01-09T00:00:00,40 - 49 Years,69.01396832,0.033,0.002
2021-01-09T00:00:00,50 - 64 Years,60.49380478,0.031,0.002
2021-01-09T00:00:00,65 - 74 Years,42.83926245,0.02,0.001
2021-01-09T00:00:00,75+ Years,54.62933964,0.023,0
2021-01-08T00:00:00,<12 Years,25.94959006,0,0
2021-01-08T00:00:00,12 - 15 Years,44.70349136,0,0
2021-01-08T00:00:00,16 - 17 Years,62.08277824,0,0
2021-01-08T00:00:00,18 - 24 Years,82.15494288,0.009,0
2021-01-08T00:00:00,25 - 39 Years,73.31815169,0.027,0.001
2021-01-08T00:00:00,40 - 49 Years,70.03403801,0.03,0.001
2021-01-08T00:00:00,50 - 64 Years,61.3394735,0.028,0.001
2021-01-08T00:00:00,65 - 74 Years,43.46359434,0.017,0
2021-01-08T00:00:00,75+ Years,55.3591704,0.019,0
2021-01-07T00:00:00,<12 Years,24.02371829,0,0
2021-01-07T00:00:00,12 - 15 Years,41.86403547,0,0
2021-01-07T00:00:00,16 - 17 Years,58.37734646,0,0
2021-01-07T00:00:00,18 - 24 Years,76.87542438,0.008,0
2021-01-07T00:00:00,25 - 39 Years,69.0673407,0.025,0
2021-01-07T00:00:00,40 - 49 Years,66.06288792,0.027,0.001
2021-01-07T00:00:00,50 - 64 Years,57.72160057,0.025,0
2021-01-07T00:00:00,65 - 74 Years,41.61477456,0.014,0
2021-01-07T00:00:00,75+ Years,53.36107466,0.015,0
2021-01-06T00:00:00,<12 Years,23.57422922,0,0
2021-01-06T00:00:00,12 - 15 Years,41.0345795,0,0
2021-01-06T00:00:00,16 - 17 Years,57.10430411,0,0
2021-01-06T00:00:00,18 - 24 Years,75.32106757,0.007,0
2021-01-06T00:00:00,25 - 39 Years,68.94216785,0.022,0
2021-01-06T00:00:00,40 - 49 Years,66.1440258,0.025,0
2021-01-06T00:00:00,50 - 64 Years,57.7931135,0.023,0
2021-01-06T00:00:00,65 - 74 Years,41.90700599,0.012,0
2021-01-06T00:00:00,75+ Years,53.69128627,0.012,0
2021-01-05T00:00:00,<12 Years,23.33743683,0,0
2021-01-05T00:00:00,12 - 15 Years,40.22391655,0,0
2021-01-05T00:00:00,16 - 17 Years,55.89844533,0,0
2021-01-05T00:00:00,18 - 24 Years,74.27159309,0.007,0
2021-01-05T00:00:00,25 - 39 Years,69.1627507,0.021,0
2021-01-05T00:00:00,40 - 49 Years,66.32720609,0.023,0
2021-01-05T00:00:00,50 - 64 Years,58.09028943,0.021,0
2021-01-05T00:00:00,65 - 74 Years,42.03212686,0.011,0
2021-01-05T00:00:00,75+ Years,53.67866672,0.011,0
2021-01-04T00:00:00,<12 Years,23.32762006,0,0
2021-01-04T00:00:00,12 - 15 Years,40.23758421,0,0
2021-01-04T00:00:00,16 - 17 Years,56.05348432,0,0
2021-01-04T00:00:00,18 - 24 Years,75.56027212,0.006,0
2021-01-04T00:00:00,25 - 39 Years,71.60794856,0.02,0
2021-01-04T00:00:00,40 - 49 Years,68.81945,0.022,0
2021-01-04T00:00:00,50 - 64 Years,60.53058286,0.02,0
2021-01-04T00:00:00,65 - 74 Years,43.7460706,0.01,0
2021-01-04T00:00:00,75+ Years,56.22641406,0.01,0
2021-01-03T00:00:00,<12 Years,22.6077236,0,0
2021-01-03T00:00:00,12 - 15 Years,38.93659404,0,0
2021-01-03T00:00:00,16 - 17 Years,54.32910625,0,0
2021-01-03T00:00:00,18 - 24 Years,73.90758617,0.006,0
2021-01-03T00:00:00,25 - 39 Years,71.09079259,0.02,0
2021-01-03T00:00:00,40 - 49 Years,68.42084687,0.022,0
2021-01-03T00:00:00,50 - 64 Years,60.39504884,0.02,0
2021-01-03T00:00:00,65 - 74 Years,43.66081875,0.01,0
2021-01-03T00:00:00,75+ Years,56.29091399,0.008,0
2021-01-02T00:00:00,<12 Years,22.07196595,0,0
2021-01-02T00:00:00,12 - 15 Years,38.09688733,0,0
2021-01-02T00:00:00,16 - 17 Years,52.7666578,0,0
2021-01-02T00:00:00,18 - 24 Years,72.42366706,0.006,0
2021-01-02T00:00:00,25 - 39 Years,70.14534704,0.019,0
2021-01-02T00:00:00,40 - 49 Years,67.79973462,0.021,0
2021-01-02T00:00:00,50 - 64 Years,59.95189573,0.019,0
2021-01-02T00:00:00,65 - 74 Years,43.41397014,0.009,0
2021-01-02T00:00:00,75+ Years,56.15910978,0.007,0
2021-01-01T00:00:00,<12 Years,21.42376166,0,0
2021-01-01T00:00:00,12 - 15 Years,37.00689163,0,0
2021-01-01T00:00:00,16 - 17 Years,51.36097099,0,0
2021-01-01T00:00:00,18 - 24 Years,70.86032827,0.005,0
2021-01-01T00:00:00,25 - 39 Years,69.07578407,0.017,0
2021-01-01T00:00:00,40 - 49 Years,66.93131127,0.019,0
2021-01-01T00:00:00,50 - 64 Years,59.31963066,0.017,0
2021-01-01T00:00:00,65 - 74 Years,43.04963515,0.008,0
2021-01-01T00:00:00,75+ Years,55.74757217,0.006,0
2020-12-31T00:00:00,<12 Years,20.82791347,0,0
2020-12-31T00:00:00,12 - 15 Years,35.83830689,0,0
2020-12-31T00:00:00,16 - 17 Years,49.72272569,0,0
2020-12-31T00:00:00,18 - 24 Years,68.57181206,0.004,0
2020-12-31T00:00:00,25 - 39 Years,67.20346837,0.015,0
2020-12-31T00:00:00,40 - 49 Years,65.13742004,0.016,0
2020-12-31T00:00:00,50 - 64 Years,57.78176224,0.014,0
2020-12-31T00:00:00,65 - 74 Years,41.8883439,0.007,0
2020-12-31T00:00:00,75+ Years,54.29912803,0.004,0
2020-12-30T00:00:00,<12 Years,19.61033653,0,0
2020-12-30T00:00:00,12 - 15 Years,33.96156665,0,0
2020-12-30T00:00:00,16 - 17 Years,47.37130106,0,0
2020-12-30T00:00:00,18 - 24 Years,65.30662274,0.004,0
2020-12-30T00:00:00,25 - 39 Years,64.22338348,0.013,0
2020-12-30T00:00:00,40 - 49 Years,62.36774835,0.014,0
2020-12-30T00:00:00,50 - 64 Years,55.6481798,0.012,0
2020-12-30T00:00:00,65 - 74 Years,40.2927348,0.005,0
2020-12-30T00:00:00,75+ Years,52.31715727,0.003,0
2020-12-29T00:00:00,<12 Years,18.62003268,0,0
2020-12-29T00:00:00,12 - 15 Years,32.48375116,0,0
2020-12-29T00:00:00,16 - 17 Years,45.48154808,0,0
2020-12-29T00:00:00,18 - 24 Years,62.09910725,0.003,0
2020-12-29T00:00:00,25 - 39 Years,61.08181928,0.011,0
2020-12-29T00:00:00,40 - 49 Years,60.13557084,0.012,0
2020-12-29T00:00:00,50 - 64 Years,53.61516951,0.01,0
2020-12-29T00:00:00,65 - 74 Years,39.0669745,0.004,0
2020-12-29T00:00:00,75+ Years,50.83295774,0.002,0
2020-12-28T00:00:00,<12 Years,17.92125715,0,0
2020-12-28T00:00:00,12 - 15 Years,31.30149877,0,0
2020-12-28T00:00:00,16 - 17 Years,43.83468951,0,0
2020-12-28T00:00:00,18 - 24 Years,59.20974325,0.003,0
2020-12-28T00:00:00,25 - 39 Years,58.3626343,0.011,0
2020-12-28T00:00:00,40 - 49 Years,58.01287632,0.012,0
2020-12-28T00:00:00,50 - 64 Years,51.80986545,0.01,0
2020-12-28T00:00:00,65 - 74 Years,37.88193148,0.004,0
2020-12-28T00:00:00,75+ Years,49.28986696,0.002,0
2020-12-27T00:00:00,<12 Years,17.5279914,0,0
2020-12-27T00:00:00,12 - 15 Years,30.37807765,0,0
2020-12-27T00:00:00,16 - 17 Years,42.27913167,0,0
2020-12-27T00:00:00,18 - 24 Years,56.45416362,0.003,0
2020-12-27T00:00:00,25 - 39 Years,55.790786,0.01,0
2020-12-27T00:00:00,40 - 49 Years,55.86856865,0.011,0
2020-12-27T00:00:00,50 - 64 Years,50.10876594,0.009,0
2020-12-27T00:00:00,65 - 74 Years,36.73887819,0.004,0
2020-12-27T00:00:00,75+ Years,48.14429207,0.002,0
2020-12-26T00:00:00,<12 Years,17.46938825,0,0
2020-12-26T00:00:00,12 - 15 Years,30.09447375,0,0
2020-12-26T00:00:00,16 - 17 Years,41.83985455,0,0
2020-12-26T00:00:00,18 - 24 Years,55.3129783,0.003,0
2020-12-26T00:00:00,25 - 39 Years,54.84238528,0.01,0
2020-12-26T00:00:00,40 - 49 Years,54.89137094,0.011,0
2020-12-26T00:00:00,50 - 64 Years,49.52735451,0.009,0
2020-12-26T00:00:00,65 - 74 Years,36.35672938,0.004,0
2020-12-26T00:00:00,75+ Years,47.73205337,0.002,0
2020-12-25T00:00:00,<12 Years,17.35664414,0,0
2020-12-25T00:00:00,12 - 15 Years,30.06201307,0,0
2020-12-25T00:00:00,16 - 17 Years,41.32478058,0,0
2020-12-25T00:00:00,18 - 24 Years,54.28477694,0.002,0
2020-12-25T00:00:00,25 - 39 Years,54.03055595,0.009,0
2020-12-25T00:00:00,40 - 49 Years,54.02436485,0.01,0
2020-12-25T00:00:00,50 - 64 Years,48.81858196,0.008,0
2020-12-25T00:00:00,65 - 74 Years,35.77014582,0.003,0
2020-12-25T00:00:00,75+ Years,47.11509749,0.001,0
2020-12-24T00:00:00,<12 Years,18.98027839,0,0
2020-12-24T00:00:00,12 - 15 Years,32.7835854,0,0
2020-12-24T00:00:00,16 - 17 Years,44.71496642,0,0
2020-12-24T00:00:00,18 - 24 Years,58.5271121,0.002,0
2020-12-24T00:00:00,25 - 39 Years,58.06205059,0.007,0
2020-12-24T00:00:00,40 - 49 Years,57.93740746,0.007,0
2020-12-24T00:00:00,50 - 64 Years,52.26641304,0.006,0
2020-12-24T00:00:00,65 - 74 Years,37.93367638,0.002,0
2020-12-24T00:00:00,75+ Years,49.90121415,0.001,0
2020-12-23T00:00:00,<12 Years,20.00449471,0,0
2020-12-23T00:00:00,12 - 15 Years,34.32803072,0,0
2020-12-23T00:00:00,16 - 17 Years,46.65295376,0,0
2020-12-23T00:00:00,18 - 24 Years,60.87566582,0.001,0
2020-12-23T00:00:00,25 - 39 Years,60.14777227,0.005,0
2020-12-23T00:00:00,40 - 49 Years,59.85318267,0.005,0
2020-12-23T00:00:00,50 - 64 Years,53.59519129,0.004,0
2020-12-23T00:00:00,65 - 74 Years,38.52025995,0.002,0
2020-12-23T00:00:00,75+ Years,50.98789779,0,0
2020-12-22T00:00:00,<12 Years,20.10087754,0,0
2020-12-22T00:00:00,12 - 15 Years,34.43822621,0,0
2020-12-22T00:00:00,16 - 17 Years,46.73391856,0,0
2020-12-22T00:00:00,18 - 24 Years,61.02788689,0.001,0
2020-12-22T00:00:00,25 - 39 Years,60.3502019,0.004,0
2020-12-22T00:00:00,40 - 49 Years,59.87798464,0.004,0
2020-12-22T00:00:00,50 - 64 Years,53.42310622,0.003,0
2020-12-22T00:00:00,65 - 74 Years,38.08127659,0.001,0
2020-12-22T00:00:00,75+ Years,50.65978944,0,0
2020-12-21T00:00:00,<12 Years,19.91346648,0,0
2020-12-21T00:00:00,12 - 15 Years,34.20075066,0,0
2020-12-21T00:00:00,16 - 17 Years,45.86914554,0,0
2020-12-21T00:00:00,18 - 24 Years,59.1530149,0.001,0
2020-12-21T00:00:00,25 - 39 Years,58.5336124,0.003,0
2020-12-21T00:00:00,40 - 49 Years,58.02137985,0.003,0
2020-12-21T00:00:00,50 - 64 Years,51.58397542,0.003,0
2020-12-21T00:00:00,65 - 74 Years,36.62690562,0.001,0
2020-12-21T00:00:00,75+ Years,48.90567171,0,0
2020-12-20T00:00:00,<12 Years,20.64823684,0,0
2020-12-20T00:00:00,12 - 15 Years,35.97669193,0,0
2020-12-20T00:00:00,16 - 17 Years,48.67362855,0,0
2020-12-20T00:00:00,18 - 24 Years,63.03417956,0.001,0
2020-12-20T00:00:00,25 - 39 Years,61.91792328,0.002,0
2020-12-20T00:00:00,40 - 49 Years,61.64636527,0.003,0
2020-12-20T00:00:00,50 - 64 Years,54.73939809,0.002,0
2020-12-20T00:00:00,65 - 74 Years,38.76371546,0.001,0
2020-12-20T00:00:00,75+ Years,51.79905455,0,0
2020-12-19T00:00:00,<12 Years,20.76663303,0,0
2020-12-19T00:00:00,12 - 15 Years,36.2953192,0,0
2020-12-19T00:00:00,16 - 17 Years,49.10084709,0,0
2020-12-19T00:00:00,18 - 24 Years,63.33436708,0,0
2020-12-19T00:00:00,25 - 39 Years,62.21766266,0.001,0
2020-12-19T00:00:00,40 - 49 Years,62.06055821,0.001,0
2020-12-19T00:00:00,50 - 64 Years,54.84700802,0.001,0
2020-12-19T00:00:00,65 - 74 Years,38.56691519,0,0
2020-12-19T00:00:00,75+ Years,51.67356012,0,0
2020-12-18T00:00:00,<12 Years,20.92935343,0,0
2020-12-18T00:00:00,12 - 15 Years,36.50204252,0,0
2020-12-18T00:00:00,16 - 17 Years,49.46949535,0,0
2020-12-18T00:00:00,18 - 24 Years,63.94230591,0,0
2020-12-18T00:00:00,25 - 39 Years,62.55750801,0,0
2020-12-18T00:00:00,40 - 49 Years,62.51053685,0,0
2020-12-18T00:00:00,50 - 64 Years,55.14032452,0,0
2020-12-18T00:00:00,65 - 74 Years,38.73020851,0,0
2020-12-18T00:00:00,75+ Years,51.90982618,0,0
2020-12-17T00:00:00,<12 Years,21.18964657,0,0
2020-12-17T00:00:00,12 - 15 Years,36.90950956,0,0
2020-12-17T00:00:00,16 - 17 Years,49.85881547,0,0
2020-12-17T00:00:00,18 - 24 Years,64.64810114,0,0
2020-12-17T00:00:00,25 - 39 Years,63.06178785,0,0
2020-12-17T00:00:00,40 - 49 Years,63.02641788,0,0
2020-12-17T00:00:00,50 - 64 Years,55.49493782,0,0
2020-12-17T00:00:00,65 - 74 Years,38.98469162,0,0
2020-12-17T00:00:00,75+ Years,52.29612469,0,0
2020-12-16T00:00:00,<12 Years,21.4285213,0,0
